,id,size
1705,139551047,
1706,130225295,
1707,139937666,
1708,137367752,
1709,138027224,
1710,140017433,
1711,139273727,
1712,139507895,
1713,135523790,
1714,139587746,
1715,139996451,
1716,139792127,
1717,138224276,
1718,139742996,
1719,139498937,
1720,137679782,
1721,135627818,
1722,86225511,
1723,139582280,
1724,139960982,
1725,134683475,
1726,140028110,
1727,136947536,
1728,140039633,
1729,135396761,
1730,138277643,
1731,139516025,
1732,139956707,
1733,139564406,
1734,132951743,
1735,139830944,
1736,139521101,
1737,139019582,
1738,139969964,
1739,138797576,
1740,139392956,
1741,138537986,
1742,139885244,
1743,136887260,
1744,139158434,
1745,139797734,
1746,138123455,
1747,136366427,
1748,139468562,
1749,139848425,
1750,138764648,
1751,139451768,
1752,139691096,
1753,137308589,
1754,137088578,
1755,139852589,
1756,139465328,
1757,139853720,
1758,139394357,
1759,139538756,
1760,139632698,
1761,132574394,
1762,138947312,
1763,139583441,
1764,132860891,
1765,139290683,
1766,139354175,
1767,139652135,
1768,133893800,
1769,139719329,
1770,140038922,
1771,139328765,
1772,132405608,
1773,139350209,
1774,139967312,
1775,139713641,
1776,139256276,
1777,139529039,
1778,139356398,
1779,136566218,
1780,137808638,
1781,139673759,
1782,139613753,
1783,139969235,
1784,139567175,
1785,139583936,
1786,139600802,
1787,139472030,
1788,86299575,
1789,139626425,
1790,138127841,
1791,139239500,
1792,139617287,
1793,139943324,
1794,128679569,
1795,138315314,
1796,137902481,
1797,140007212,
1798,139689083,
1799,132489350,
1800,139315385,
1801,139882250,
1802,139677683,
1803,139734173,
1804,139639358,
1805,137231195,
1806,139385636,
1807,140053190,
1808,139465274,
1809,139935113,
1810,139565789,
1811,139277777,
1812,138805871,
1813,138819296,
1814,86258334,
1815,139783937,
1816,138111656,
1817,136264757,
1818,139474733,
1819,127646849,
1820,131041907,
1821,139442195,
1822,138148748,
1823,139836122,
1824,139617281,
1825,136225952,
1826,86192580,
1827,139786367,
1828,139829045,
1829,139887875,
1830,139540364,
1831,139877378,
1832,139486715,
1833,138994226,
1834,139241612,
1835,139509452,
1836,139586726,
1837,131036324,
1838,139620758,
1839,138040760,
1840,138536873,
1841,139827323,
1842,138820511,
1843,139583432,
1844,137662376,
1845,138412190,
1846,140042726,
1847,139080038,
1848,139797866,
1849,135334442,
1850,138380492,
1851,139686620,
1852,140007215,
1853,139463189,
1854,139584752,
1855,139647002,
1856,139346708,
1857,139380344,
1858,138946691,
1859,138091421,
1860,136594586,
1861,139361222,
1862,136484300,
1863,139999883,
1864,131108684,
1865,138384605,
1866,138882371,
1867,139676882,
1868,139508186,
1869,136489052,
1870,139794596,
1871,139586225,
1872,139695758,
1873,135710444,
1874,135722255,
1875,139531622,
1876,138514829,
1877,139381943,
1878,139856666,
1879,130111241,
1880,139348883,
1881,138775496,
1882,139881788,
1883,139353446,
1884,138466373,
1885,139314143,
1886,140024246,
1887,138438524,
1888,139699289,
1889,138507257,
1890,139649108,
1891,136115138,
1892,136021301,
1893,135558650,
1894,135298850,
1895,139389521,
1896,133846097,
1897,137679749,
1898,139385552,
1899,139729469,
1900,139637000,
1901,139364177,
1902,139633391,
1903,86225682,
1904,139255811,
1905,139303259,
1906,139902251,
1907,139947587,
1908,139207511,
1909,140019716,
1910,138468110,
1911,138654443,
1912,138612047,
1913,136773185,
1914,137197904,
1915,133724204,
1916,139302797,
1917,140026643,
1918,140004164,
1919,139101014,
1920,139458134,
1921,139548086,
1922,138390761,
1923,139385066,
1924,137198774,
1925,139887317,
1926,139805405,
1927,139394510,
1928,138549368,
1929,139958948,
1930,139415501,
1931,139346828,
1932,139949453,
1933,139723403,
1934,134776346,
1935,139295867,
1936,134348171,
1937,139356428,
1938,139082564,
1939,138636242,
1940,139608488,
1941,125086016,
1942,134844890,
1943,138201647,
1944,139314632,
1945,139713692,
1946,139332773,
1947,139983614,
1948,86277012,
1949,139746245,
1950,137822753,
1951,135811826,
1952,137142851,
1953,140010854,
1954,140041577,
1955,134576768,
1956,139064645,
1957,139837265,
1958,139253903,
1959,139372829,
1960,134186216,
1961,138331454,
1962,136256969,
1963,86011722,
1964,136648532,
1965,136896587,
1966,138231029,
1967,139584485,
1968,139900403,
1969,139782248,
1970,139625654,
1971,140018135,
1972,136814180,
1973,134088017,
1974,139292495,
1975,137038901,
1976,137159957,
1977,136958402,
1978,138240485,
1979,139064549,
1980,140056988,
1981,140056871,
1982,136474637,
1983,139029110,
1984,132724313,
1985,140055380,
1986,138612026,
1987,136036841,
1988,127344836,
1989,136492742,
1990,129294182,
1991,137022716,
1992,139829021,
1993,139584770,
1994,138354986,
1995,136136315,
1996,139011302,
1997,139847492,
1998,139125905,
1999,139975337,
2000,127726061,
2001,139207913,
2002,125600600,
2003,139829480,
2004,133401176,
2005,139413383,
2006,139970819,
2007,136948742,
2008,131170769,
2009,139569974,
2010,139664303,
2011,139635146,
2012,137489783,
2013,139944671,
2014,136368779,
2015,139214114,
2016,139974878,
2017,139510934,
2018,137869823,
2019,131432498,
2020,138799388,
2021,139276058,
2022,136316051,
2023,139784705,
2024,138785186,
2025,139244150,
2026,139841336,
2027,130253534,
2028,139958717,
2029,139721417,
2030,139205639,
2031,137472395,
2032,139887419,
2033,137280890,
2034,120683966,
2035,134324324,
2036,139781357,
2037,139694459,
2038,139868063,
2039,138985961,
2040,139513679,
2041,136066100,
2042,137654942,
2043,138674906,
2044,139865162,
2045,139627868,
2046,139065782,
2047,135735332,
2048,139201808,
2049,138658550,
2050,139776746,
2051,136765835,
2052,138475856,
2053,137319383,
2054,123306077,
2055,139991741,
2056,139802099,
2057,137375435,
2058,136639727,
2059,139131137,
2060,138199397,
2061,140014919,
2062,136903868,
2063,139508714,
2064,138046229,
2065,138979259,
2066,131877239,
2067,139386137,
2068,139766120,
2069,138046202,
2070,139213463,
2071,139769429,
2072,139204817,
2073,136826639,
2074,135229748,
2075,139794233,
2076,136773221,
2077,140054525,
2078,139363646,
2079,138453830,
2080,132426206,
2081,139477181,
2082,139145099,
2083,139356431,
2084,137530856,
2085,139877081,
2086,137716679,
2087,139734470,
2088,137582327,
2089,139011176,
2090,139990571,
2091,139791989,
2092,139221632,
2093,139729613,
2094,136378640,
2095,139238924,
2096,135242657,
2097,132370322,
2098,139237520,
2099,139915430,
2100,86087556,
2101,137595743,
2102,138812648,
2103,131590082,
2104,139139606,
2105,139157186,
2106,137134742,
2107,134888429,
2108,137722082,
2109,139966928,
2110,138230075,
2111,139385585,
2112,139662314,
2113,139737482,
2114,138665603,
2115,137725736,
2116,139393004,
2117,133640420,
2118,138802316,
2119,136268618,
2120,140027600,
2121,139645493,
2122,139659137,
2123,138577988,
2124,137484404,
2125,139359614,
2126,139489565,
2127,137669942,
2128,132093056,
2129,139632053,
2130,139508705,
2131,139565651,
2132,139528100,
2133,138010463,
2134,85887792,
2135,137298755,
2136,139525316,
2137,139614722,
2138,139950872,
2139,139529873,
2140,135886436,
2141,139248668,
2142,139916192,
2143,139499024,
2144,139871276,
2145,139286048,
2146,139960520,
2147,140004494,
2148,139229627,
2149,139271969,
2150,138732785,
2151,139317596,
2152,137936912,
2153,139358099,
2154,139441388,
2155,137679704,
2156,136689353,
2157,131797154,
2158,137525993,
2159,139719884,
2160,139318382,
2161,138330374,
2162,137910554,
2163,139394273,
2164,139689128,
2165,136681328,
2166,139058864,
2167,139919957,
2168,139800491,
2169,139510406,
2170,139626809,
2171,136886987,
2172,137336705,
2173,135583541,
2174,139375667,
2175,139103615,
2176,139568099,
2177,139637990,
2178,139672811,
2179,136488455,
2180,137859458,
2181,138813050,
2182,139963934,
2183,139789859,
2184,133838687,
2185,139919729,
2186,134634257,
2187,138707921,
2188,139660718,
2189,139849853,
2190,139284611,
2191,137995616,
2192,85328271,
2193,134012024,
2194,139472249,
2195,139443020,
2196,138026114,
2197,139326806,
2198,140042906,
2199,139904897,
2200,139467422,
2201,135402350,
2202,139654571,
2203,138205772,
2204,138201392,
2205,139344809,
2206,139323740,
2207,139248599,
2208,139447883,
2209,140011751,
2210,133304264,
2211,139785065,
2212,135814940,
2213,139286525,
2214,134636948,
2215,136885295,
2216,135202733,
2217,140019809,
2218,100516703,
2219,139394459,
2220,139594586,
2221,139622522,
2222,138588269,
2223,139128680,
2224,136031969,
2225,139978142,
2226,139419335,
2227,139473458,
2228,139785212,
2229,139021424,
2230,139498301,
2231,139393517,
2232,139397303,
2233,138895175,
2234,139730993,
2235,137809781,
2236,139209599,
2237,139346444,
2238,139812122,
2239,138656480,
2240,134682926,
2241,139088216,
2242,138385244,
2243,123475343,
2244,137985737,
2245,134726429,
2246,136424507,
2247,139155608,
2248,123889850,
2249,139213178,
2250,139562912,
2251,139398557,
2252,139811084,
2253,138489350,
2254,139080734,
2255,140049005,
2256,86291823,
2257,136682219,
2258,139573844,
2259,139660874,
2260,136370087,
2261,138132560,
2262,139151237,
2263,140044784,
2264,139090349,
2265,139216709,
2266,134361725,
2267,139760450,
2268,139850813,
2269,139696790,
2270,139123937,
2271,139575824,
2272,139834967,
2273,139616447,
2274,137337080,
2275,139612265,
2276,134418470,
2277,139609034,
2278,139442165,
2279,135558317,
2280,139009562,
2281,137849222,
2282,139517465,
2283,89656219,
2284,139956734,
2285,139378463,
2286,139816538,
2287,138362849,
2288,139356035,
2289,134977430,
2290,139352318,
2291,139978472,
2292,136620371,
2293,137655326,
2294,139585394,
2295,139969952,
2296,126757934,
2297,139064774,
2298,139811126,
2299,139259078,
2300,132937403,
2301,140000102,
2302,133910951,
2303,139751396,
2304,134565449,
2305,132784334,
2306,139637150,
2307,139975403,
2308,139647581,
2309,140049887,
2310,139786904,
2311,139634342,
2312,140001050,
2313,138174992,
2314,139618496,
2315,139414049,
2316,139559510,
2317,138872726,
2318,138795857,
2319,139675580,
2320,140002118,
2321,131801327,
2322,139563242,
2323,139786931,
2324,132414140,
2325,139609106,
2326,86000514,
2327,139871330,
2328,139248281,
2329,139394504,
2330,140061956,
2331,139505540,
2332,138231680,
2333,139087286,
2334,132424412,
2335,140022689,
2336,136722302,
2337,132679022,
2338,139878464,
2339,131819534,
2340,139013117,
2341,139104104,
2342,137284859,
2343,135209669,
2344,139660721,
2345,139469660,
2346,139129238,
2347,139916630,
2348,139649087,
2349,138179789,
2350,139360358,
2351,140063660,
2352,139213925,
2353,139124369,
2354,139324580,
2355,139646036,
2356,139311464,
2357,139369400,
2358,137385458,
2359,139078721,
2360,139623146,
2361,131208476,
2362,139072922,
2363,139796582,
2364,139971017,
2365,139866227,
2366,132157862,
2367,136363295,
2368,134583239,
2369,136219805,
2370,139320128,
2371,139362278,
2372,139720226,
2373,136777847,
2374,139256231,
2375,138082022,
2376,139255511,
2377,138577784,
2378,139519295,
2379,138579698,
2380,139991354,
2381,137351951,
2382,138161609,
2383,128976641,
2384,139129163,
2385,86264592,
2386,139967270,
2387,125669087,
2388,139576289,
2389,139569419,
2390,139087112,
2391,139366802,
2392,139705556,
2393,136118180,
2394,139660508,
2395,139635380,
2396,138478181,
2397,139582610,
2398,127858034,
2399,139951178,
2400,139997861,
2401,139964468,
2402,135782582,
2403,139070447,
2404,139993037,
2405,139976702,
2406,139411958,
2407,139910900,
2408,139849940,
2409,139285514,
2410,139571366,
2411,133829339,
2412,139891598,
2413,137137955,
2414,139068947,
2415,137597906,
2416,139842725,
2417,139230794,
2418,139246289,
2419,139474910,
2420,139975799,
2421,139577825,
2422,139789616,
2423,139331510,
2424,138122972,
2425,140043590,
2426,140009075,
2427,138463322,
2428,139356806,
2429,138243281,
2430,139194377,
2431,139238261,
2432,137142512,
2433,132056369,
2434,138037748,
2435,139916129,
2436,137380316,
2437,137995148,
2438,137530895,
2439,134753999,
2440,139576181,
2441,139453223,
2442,139630850,
2443,139548608,
2444,139811666,
2445,136389131,
2446,140029028,
2447,139809959,
2448,137133311,
2449,139567670,
2450,139348925,
2451,139014086,
2452,139298102,
2453,138151976,
2454,135655748,
2455,139042691,
2456,137626523,
2457,139262165,
2458,139392899,
2459,139706681,
2460,139842170,
2461,139732286,
2462,139595228,
2463,139412984,
2464,137723687,
2465,139911044,
2466,139778483,
2467,139969676,
2468,139332662,
2469,139780214,
2470,139767725,
2471,137312933,
2472,136732940,
2473,131437373,
2474,137654738,
2475,131870717,
2476,139223153,
2477,140031296,
2478,139261733,
2479,139536248,
2480,138444407,
2481,134812817,
2482,138433853,
2483,139352012,
2484,139663505,
2485,132287711,
2486,138198659,
2487,137137877,
2488,136076756,
2489,140016755,
2490,140010119,
2491,139602932,
2492,139269827,
2493,139816526,
2494,137655008,
2495,133428800,
2496,139954133,
2497,139080863,
2498,139710287,
2499,139063475,
2500,140014430,
2501,139530359,
2502,139144814,
2503,139733402,
2504,130946933,
2505,138731741,
2506,139891766,
2507,139629521,
2508,139394243,
2509,135775565,
2510,139511819,
2511,132429590,
2512,86179452,
2513,139233269,
2514,139516523,
2515,139783337,
2516,137558963,
2517,86117616,
2518,137731106,
2519,139251605,
2520,137694227,
2521,139053551,
2522,138978866,
2523,138726050,
2524,138802304,
2525,139089011,
2526,133740827,
2527,139261244,
2528,139810757,
2529,140053181,
2530,139710815,
2531,139220222,
2532,139921580,
2533,138371804,
2534,138720500,
2535,139647683,
2536,139721084,
2537,139621754,
2538,139825256,
2539,133899461,
2540,139614791,
2541,139385069,
2542,139719488,
2543,139959293,
2544,138539528,
2545,139033421,
2546,137981429,
2547,140010779,
2548,139100798,
2549,139983701,
2550,139926056,
2551,139826174,
2552,139207160,
2553,136452029,
2554,137982863,
2555,136933421,
2556,139629785,
2557,139110578,
2558,140006969,
2559,139267892,
2560,139976468,
2561,139558640,
2562,139576565,
2563,137912648,
2564,139221467,
2565,138229220,
2566,136997420,
2567,140039387,
2568,139321376,
2569,139991882,
2570,139286027,
2571,127251641,
2572,138337625,
2573,139655624,
2574,139855307,
2575,132393998,
2576,137604761,
2577,139347749,
2578,133382543,
2579,139646138,
2580,125428541,
2581,136648223,
2582,135274973,
2583,139567988,
2584,134687702,
2585,139239302,
2586,138614306,
2587,125068436,
2588,138615647,
2589,139335920,
2590,132739673,
2591,139480163,
2592,139909814,
2593,140007950,
2594,139608926,
2595,136316024,
2596,134375345,
2597,139041254,
2598,137345009,
2599,139272398,
2600,139769438,
2601,137518925,
2602,139992635,
2603,139359944,
2604,139286882,
2605,139921577,
2606,139955132,
2607,139508312,
2608,137596397,
2609,137231573,
2610,139347824,
2611,140055998,
2612,139336592,
2613,139377725,
2614,139387511,
2615,139845344,
2616,139286795,
2617,139365128,
2618,136882877,
2619,133336907,
2620,139608395,
2621,136997273,
2622,139470260,
2623,139508756,
2624,139909577,
2625,139832009,
2626,139120520,
2627,139630391,
2628,136884257,
2629,139267397,
2630,139203542,
2631,139545173,
2632,139829192,
2633,139002503,
2634,118577708,
2635,139508837,
2636,139783784,
2637,138161600,
2638,139364807,
2639,132733919,
2640,137184509,
2641,138628337,
2642,139441322,
2643,139278995,
2644,137560418,
2645,139822814,
2646,139817558,
2647,137179586,
2648,140034662,
2649,137929826,
2650,139240262,
2651,139721435,
2652,139719365,
2653,139833596,
2654,136056089,
2655,139237649,
2656,139281251,
2657,139496012,
2658,137864507,
2659,130683212,
2660,140021276,
2661,134382887,
2662,139222085,
2663,138987743,
2664,135361013,
2665,139937333,
2666,139722014,
2667,139367726,
2668,138770210,
2669,137354786,
2670,134667137,
2671,138854399,
2672,138948548,
2673,139468466,
2674,137654612,
2675,86278080,
2676,138235214,
2677,139908884,
2678,138244220,
2679,139820816,
2680,139751369,
2681,139113986,
2682,86188785,
2683,139951319,
2684,139814117,
2685,139448471,
2686,139468415,
2687,133000217,
2688,139824767,
2689,138518873,
2690,126823952,
2691,139223465,
2692,139352273,
2693,139576016,
2694,128718329,
2695,139309157,
2696,139842257,
2697,134453921,
2698,140053187,
2699,139738946,
2700,140039165,
2701,139453106,
2702,139601783,
2703,139248836,
2704,134419775,
2705,139457510,
2706,136275287,
2707,86188974,
2708,140049926,
2709,137629655,
2710,136684973,
2711,134318192,
2712,138994091,
2713,139088420,
2714,138994472,
2715,140024378,
2716,139393070,
2717,138385187,
2718,137864147,
2719,139138085,
2720,137364140,
2721,139141940,
2722,139189991,
2723,136097729,
2724,139102049,
2725,134362016,
2726,139630145,
2727,139773611,
2728,139233398,
2729,136949534,
2730,137642234,
2731,139228010,
2732,139968692,
2733,124676525,
2734,140055650,
2735,139118411,
2736,136688972,
2737,139251755,
2738,139675949,
2739,137531126,
2740,139887056,
2741,139923497,
2742,139729487,
2743,134847047,
2744,139586741,
2745,139639631,
2746,139990157,
2747,134353145,
2748,136829798,
2749,138526967,
2750,139407881,
2751,139234070,
2752,139240382,
2753,139810910,
2754,129805172,
2755,139613441,
2756,137464142,
2757,138985418,
2758,129397295,
2759,139752569,
2760,139993916,
2761,138720659,
2762,140027666,
2763,139284884,
2764,139119047,
2765,134635886,
2766,139502384,
2767,139263845,
2768,139468493,
2769,139584986,
2770,140000096,
2771,139535642,
2772,139958975,
2773,139321454,
2774,138444980,
2775,139639070,
2776,139638695,
2777,138417740,
2778,139332422,
2779,139865357,
2780,137884763,
2781,136321418,
2782,139944746,
2783,136536650,
2784,139943636,
2785,139525190,
2786,132546056,
2787,134967860,
2788,138135278,
2789,135604007,
2790,137360009,
2791,139059647,
2792,139124753,
2793,139737455,
2794,132970190,
2795,139092479,
2796,140023916,
2797,139697657,
2798,137627000,
2799,139224500,
2800,134348984,
2801,139224188,
2802,121377098,
2803,139286837,
2804,136097690,
2805,138884213,
2806,139393526,
2807,139755182,
2808,134957693,
2809,139131143,
2810,130201733,
2811,139249082,
2812,137850569,
2813,139857941,
2814,139109909,
2815,139369418,
2816,139850585,
2817,140028881,
2818,132171053,
2819,135104522,
2820,137636786,
2821,139998056,
2822,135593600,
2823,135450848,
2824,139371428,
2825,134977424,
2826,139805930,
2827,134215607,
2828,86159400,
2829,137844224,
2830,139330040,
2831,136408745,
2832,139824677,
2833,139810775,
2834,139121714,
2835,139451864,
2836,139947683,
2837,137246549,
2838,139941443,
2839,139275488,
2840,139511435,
2841,140039156,
2842,139058657,
2843,139779308,
2844,139251602,
2845,139693037,
2846,138754583,
2847,138248288,
2848,139895297,
2849,138956039,
2850,139890515,
2851,134676740,
2852,139631153,
2853,138273389,
