,id,price,price_change_date,price_change_value
0,138908291,"£355,000","['18/10/2023', '21/08/2023']","['Price changed from £365,000 to £355,000', 'Initial entry found: £365,000']"
1,137792678,"£550,000","['21/10/2023', '12/09/2023', '27/07/2023', '24/07/2023']","['Price changed from £575,000 to £550,000', 'Price changed from £590,000 to £575,000', 'Price changed from £625,000 to £590,000', 'Initial entry found: £625,000']"
2,128755628,"£550,000","['12/06/2023', '17/02/2023', '04/11/2022']","['Price changed from £575,000 to £550,000', 'Price changed from £599,950 to £575,000', 'Initial entry found: £599,950']"
3,125879006,"£550,000","['05/05/2023', '09/08/2022']","['Price changed from £560,000 to £550,000', 'Initial entry found: £560,000']"
4,139500140,"£550,000",['05/09/2023'],"['Initial entry found: £550,000']"
5,141062654,"£550,000",['19/10/2023'],"['Initial entry found: £550,000']"
6,137291711,"£550,000","['04/08/2023', '13/07/2023']","['Price changed from £575,000 to £550,000', 'Initial entry found: £575,000']"
7,136436858,"£550,000",['22/06/2023'],"['Initial entry found: £550,000']"
8,137369552,"£550,000","['03/10/2023', '20/08/2023', '14/07/2023']","['Price changed from £600,000 to £550,000', 'Price changed from £625,000 to £600,000', 'Initial entry found: £625,000']"
9,125663174,"£550,000","['17/04/2023', '26/01/2023', '02/11/2022', '31/08/2022', '03/08/2022']","['Price changed from £600,000 to £550,000', 'Price changed from £625,000 to £600,000', 'Price changed from £645,000 to £625,000', 'Price changed from £660,000 to £645,000', 'Initial entry found: £660,000']"
10,139634486,"£550,000","['17/10/2023', '07/09/2023']","['Price changed from £575,000 to £550,000', 'Initial entry found: £575,000']"
11,86149146,"£550,000",['13/06/2023'],"['Initial entry found: £550,000']"
12,134164544,"£550,000",['27/04/2023'],"['Initial entry found: £550,000']"
13,131831255,"£550,000","['15/05/2023', '02/03/2023', '20/02/2023']","['Price changed from £580,000 to £550,000', 'Price changed from £595,000 to £580,000', 'Initial entry found: £595,000']"
14,134082413,"£550,000","['10/07/2023', '25/04/2023']","['Price changed from £575,000 to £550,000', 'Initial entry found: £575,000']"
15,137110532,"£545,000",['08/07/2023'],"['Initial entry found: £545,000']"
16,141023033,"£535,000",['18/10/2023'],"['Initial entry found: £535,000']"
17,127610654,"£530,000","['17/05/2023', '12/01/2023', '25/11/2022', '30/09/2022']","['Price changed from £550,000 to £530,000', 'Price changed from £560,000 to £550,000', 'Price changed from £575,000 to £560,000', 'Initial entry found: £575,000']"
18,140476058,"£525,000","['17/10/2023', '26/09/2023']","['Price changed from £550,000 to £525,000', 'Initial entry found: £550,000']"
19,130062929,"£525,000",['16/12/2022'],"['Initial entry found: £525,000']"
20,86593605,"£525,000",['12/10/2023'],"['Initial entry found: £525,000']"
21,138569678,"£525,000",['11/08/2023'],"['Initial entry found: £525,000']"
22,131918333,"£525,000",['22/02/2023'],"['Initial entry found: £525,000']"
23,137803589,"£525,000","['16/10/2023', '24/08/2023', '24/07/2023']","['Price changed from £550,000 to £525,000', 'Price changed from £575,000 to £550,000', 'Initial entry found: £575,000']"
24,138542876,"£525,000",['11/08/2023'],"['Initial entry found: £525,000']"
25,141063356,"£400,000",['19/10/2023'],"['Initial entry found: £400,000']"
26,85785396,"£500,000","['29/03/2023', '12/07/2022']","['Price changed from £450,000 to £500,000', 'Initial entry found: £450,000']"
27,135170315,"£500,000","['06/10/2023', '23/05/2023']","['Price changed from £535,000 to £500,000', 'Initial entry found: £535,000']"
28,140612933,"£500,000",['05/10/2023'],"['Initial entry found: £500,000']"
29,138296792,"£500,000",['04/08/2023'],"['Initial entry found: £500,000']"
30,127855901,"£500,000","['07/02/2023', '20/01/2023', '07/10/2022']","['Price changed from £525,000 to £500,000', 'Price changed from £535,000 to £525,000', 'Initial entry found: £535,000']"
31,138603323,"£500,000",['14/08/2023'],"['Initial entry found: £500,000']"
32,140447231,"£500,000",['26/09/2023'],"['Initial entry found: £500,000']"
33,139946393,"£500,000",['14/09/2023'],"['Initial entry found: £500,000']"
34,134404664,"£500,000","['24/08/2023', '03/05/2023']","['Price changed from £550,000 to £500,000', 'Initial entry found: £550,000']"
35,140770019,"£500,000",['04/10/2023'],"['Initial entry found: £500,000']"
36,86276481,"£500,000",['11/07/2023'],"['Initial entry found: £500,000']"
37,140085320,"£500,000","['23/10/2023', '04/10/2023', '18/09/2023']","['Price changed from £539,950 to £500,000', 'Price changed from £570,000 to £539,950', 'Initial entry found: £570,000']"
38,135699836,"£500,000","['03/07/2023', '05/06/2023']","['Price changed from £525,000 to £500,000', 'Initial entry found: £525,000']"
39,135061694,"£499,950",['20/05/2023'],"['Initial entry found: £499,950']"
