,id,price,added_reduced,address,description,price_change_date,price_change_value,type_house,bathrooms,bedrooms,size,tenure,key_features,close_stations,close_stations_type,tenure_ground_rent,tenure_annual_service_charge,tenure_lease_length,council_tax_band
0,139017344,"£499,999",Added on 23/08/2023,"West Ella Road, Harlesden",3 Bedroom Period Maisonette With Private Garden - ***FANTASTIC OPPORTUNITY LEASEHOLD OF GROUND FLOOR FLAT AND THE FREEHOLD OF THE BUILDING*** This 3 bedroom maisonette is situated on the ground floor with its very own private rear garden. All outdoor enthusiasts will appreciate this.,['23/08/2023'],"['Initial entry found: £499,999']",Maisonette,1,3,,Share of Freehold,"['Maisonette', '3 Beds', '1 Reception', '1 Bathroom', 'Energy Rating : D', 'Council Tax Band C', 'Garden', 'Great Transport Links', 'Freehold of Upstairs and Downstairs Maisonettes', 'Period Conversion']","[['Harlesden ', '0.5 miles'], ['Willesden Junction ', '0.8 miles'], ['Neasden ', '0.8 miles']]","['underground', 'underground', 'underground']",£150 per year (Ask agent about the review period)When and how often your ground rent will be reviewed.Read more about ground rent review period in our glossary page.,Ask agent,Ask agent,Band: C
1,128755628,"£550,000",Reduced on 12/06/2023,"Nutfield Road, London, NW2",Presenting for sale this three bedroom centre terrace 1930’s built house offered for sale withNo upper chain and in a desirable location. The property is a few yards from both BraintcroftPrimary school and Crest Academy. Multiple bus services can be found on Crest Road with...,"['12/06/2023', '17/02/2023', '04/11/2022']","['Price changed from £575,000 to £550,000', 'Price changed from £599,950 to £575,000', 'Initial entry found: £599,950']",Terraced,1,3,,Freehold,"['•\tThree bedrooms', '•\tThrough Lounge', '•\tDouble glazing', '•\tGas central heating', '•\tOff street parking for 2 vehicles', '•\tChain free sale', '•\tThe property is located within a few yards of Crest Road schools and bus services with the nearest station being Neasden (Jubilee Line)', '•\tGross internal floor area of 904 sq ft (84 sq m) approximately']","[['Neasden ', '0.8 miles'], ['Dollis Hill ', '0.8 miles'], ['Hendon ', '1.1 miles']]","['underground', 'underground', 'nationalrail']",Ask agent,Ask agent,Ask agent,Band: D
2,125663174,"£550,000",Reduced on 17/04/2023,"The Circle, London, NW2","We are pleased to present for sale this three bedroom centre terrace 1930’s built house and offered for sale chain free.The property is situated in a popular road in the heart of Neasden and is well positioned for access to local shops, bus services and Neasden (Jubilee Line) Tube...","['17/04/2023', '26/01/2023', '02/11/2022', '31/08/2022', '03/08/2022']","['Price changed from £600,000 to £550,000', 'Price changed from £625,000 to £600,000', 'Price changed from £645,000 to £625,000', 'Price changed from £660,000 to £645,000', 'Initial entry found: £660,000']",Terraced,1,3,,Freehold,"['•\tGas central heating', '•\tMostly double glazed windows', '•\tOff street parking to front garden for one vehicle', '•\tRear garden', '•\tGarage to rear (approached via a rear service road)', '•\tGross internal floor area of 1,126 sq ft (105 sq m) approximately']","[['Neasden ', '0.5 miles'], ['Dollis Hill ', '0.9 miles'], ['Wembley Park ', '1.2 miles']]","['underground', 'underground', 'underground']",Ask agent,Ask agent,Ask agent,Band: E
3,134164544,"£550,000",Added on 27/04/2023,"Roundwood Road, London, NW10","Renovated and fully extended, three bedroom, two bathroom, ground floor flat with private rear garden and studio/summerhouse with share of freehold.",['27/04/2023'],"['Initial entry found: £550,000']",Apartment,2,3,,Share of Freehold,"['THREE BEDROOMS', 'TWO BATHROOM', 'PRIVATE GARDEN', 'STUDIO/SUMMER HOUSE', 'NEWLY RENOVATED', 'CHAIN-FREE', 'SHARE OF FREEHOLD', 'EXTENDED', '960 SQFT']","[['Dollis Hill ', '0.6 miles'], ['Neasden ', '0.7 miles'], ['Harlesden ', '0.7 miles']]","['underground', 'underground', 'underground']",£0 per year,£0,Ask agent,Band: TBC
4,86149146,"£550,000",Added on 13/06/2023,"Churchill Road, London","A fully extended two bedroom flat with private garden presented in immaculate condition. Recently renovated, this exceptional garden flat has been thoughtfully designed to create an incredible space in the heart of NW2. Undoubtedly its main feature is an impressive open plan kitchen, co...",['13/06/2023'],"['Initial entry found: £550,000']",Flat,1,2,775 sq. ft.(72 sq. m.),Share of Freehold,"['Fully Extended Two Bedroom Garden Flat', 'Recently Renovated', 'Chain Free', 'Exceptional Open Plan Kitchen', 'Bifold Doors onto Private Garden', 'Wooden Floors Throughout', 'Stylish Interiors', 'Bay Window', 'Popular Tree Lined Street', 'Close To Transport']","[['Dollis Hill ', '0.4 miles'], ['Willesden Green ', '0.4 miles'], ['Neasden ', '0.9 miles']]","['underground', 'underground', 'underground']",Ask agent,Ask agent,900 years left,Band: C
5,136436858,"£550,000",Added on 22/06/2023,"Links Road, London, NW2",We are pleased to be able to offer an opportunity to purchase a three bedroom centre terrace house in the ever popular Brentwater Area and the house is offered for sale chain free.The property is in need of modernisation and this has been reflected in the price being sought for the prop...,['22/06/2023'],"['Initial entry found: £550,000']",Terraced,1,3,,Freehold,"['•\tChain free sale', '•\tConservatory extension', '•\tSouth westerly facing rear garden', '•\tGross internal floor area of 1,001 sq ft (93 sq m) approximately', '•\tNewly appointed bathroom a few years ago', '•\tThe nearest Station is Neasden (Jubilee Line)', '•\tBrent Cross Shopping complex is approximately 2 miles radius']","[['Neasden ', '0.8 miles'], ['Dollis Hill ', '1.0 miles'], ['Hendon ', '1.1 miles']]","['underground', 'underground', 'nationalrail']",Ask agent,Ask agent,Ask agent,Band: D
6,131831255,"£550,000",Reduced on 15/05/2023,"Carlton Mansions Chichele Road, Willesden Green, NW2","Living Residential are pleased to bring to the market this lovely two bedroom garden flat. The property is located in this sought after mansion block in NW2, the apartment has a generously sized reception room with wood flooring an open plan kitchen to hallway and the added benefit of direct acce...","['15/05/2023', '02/03/2023', '20/02/2023']","['Price changed from £580,000 to £550,000', 'Price changed from £595,000 to £580,000', 'Initial entry found: £595,000']",Flat,1,2,,Share of Freehold,[],"[['Cricklewood ', '0.4 miles'], ['Willesden Green ', '0.4 miles'], ['Kilburn ', '0.7 miles']]","['nationalrail', 'underground', 'underground']",Ask agent,£1500,954 years left,Band: C
7,137291711,"£550,000",Reduced on 04/08/2023,"Tadworth Road, London, NW2",We are pleased to be able to offer for sale as sole agents this three bedroom centre terrace 1930’s built family house and situated in the popular Brentwater Area in this residential street parallel to Crest Road and therefore within a few hundred yards of local bus services and schools ...,"['04/08/2023', '13/07/2023']","['Price changed from £575,000 to £550,000', 'Initial entry found: £575,000']",Terraced,1,3,,Freehold,"['•\tGas central heating', '•\tDouble glazed windows', '•\tOff street parking', '•\t59’ long rear garden', '•\tGross internal floor area of 912 sq ft (85 sq m) approximately', '•\tBrent Cross shopping complex is approximately 2 miles radius']","[['Dollis Hill ', '1.0 miles'], ['Hendon ', '1.0 miles'], ['Neasden ', '1.0 miles']]","['underground', 'nationalrail', 'underground']",Ask agent,Ask agent,Ask agent,Band: D
8,125879006,"£550,000",Added on 09/08/2022,"Selwyn Road, Harlesden , London, NW10","A stunning period property offered for sale in the heart of Harlesden offering excellent transport links via Harlesden overground and underground, shops and good ofsted rated schools. Benefits include TWO DOUBLE BEDROOMS, SPACIOUS BAY FRONTED RECEPTION ROOM, LARGE OPEN PLAN KITCHEN...","['05/05/2023', '09/08/2022']","['Price changed from £560,000 to £550,000', 'Initial entry found: £560,000']",Terraced,1,2,,Freehold,"['TWO BEDROOMS', 'TERRACED FAMILY HOME', 'PRIVATE GARDEN', 'POTENTIAL FOR EXTENSION (STPP)', 'ORIGINAL FEATURES', 'CHIC INTERIOR', 'FREEHOLD', 'WELL PRESENTED FAMILY HOME']","[['Harlesden ', '0.6 miles'], ['Neasden ', '0.7 miles'], ['Stonebridge Park ', '0.9 miles']]","['underground', 'underground', 'underground']",Ask agent,Ask agent,Ask agent,Band: D
9,136864256,"£550,000",Added on 03/07/2023,"Temple Road, London, NW2",A fabulous beautifully presented ground floor two bedroom purpose built maisonette and located in this central position within a few yards of Cricklewood Broadway.The property is located within a mile maximum radius of Cricklewood Station (overground trains) and the nearest underground ...,['03/07/2023'],"['Initial entry found: £550,000']",Maisonette,1,2,,Leasehold,"['•\tGas central heating', '•\tDouble glazed windows', '•\tFitted kitchen', '•\tRecently appointed shower room/WC', '•\tSole use of own rear garden', '•\tBuilt-in wardrobes to main bedroom', '•\tWood flooring', '•\tFeature fireplace to lounge', '•\tOwn front door to street', '•\tGross internal floor area of 689 sq ft (64 sq m) approximately']","[['Cricklewood ', '0.4 miles'], ['Willesden Green ', '0.7 miles'], ['Dollis Hill ', '0.9 miles']]","['nationalrail', 'underground', 'underground']",Ask agent,Ask agent,Ask agent,Band: D
