,id,price,added_reduced,address,description,price_change_date,price_change_value,type_house,bathrooms,bedrooms,size,tenure,key_features,close_stations,tenure_ground_rent,tenure_annual_service_charge,tenure_lease_length,council_tax_band
41,130256282,"£395,000",Added on 26/12/2022,"Prospect Ring, East Finchley, N2","We offer this spacious three double bedroom flat situated in this cul-de-sac location just off Market Place, N2, minutes from East Finchley High Road, underground station, Holy Trinity and Martins Primary schools and the Archer Academy. The property offers ample living space, plenty of storage bo...",[],[],Apartment,1,3,,Leasehold,[],"[['East Finchley ', '0.3 miles'], ['Highgate ', '1.3 miles'], ['Finchley Central ', '1.3 miles']]",Ask agent,Ask agent,80 years left,Ask agent
42,136222961,"£395,000",Reduced on 17/06/2023,"Viceroy Close, East Finchley, London, N2","We offer a spacious three bedroom purpose built duplex apartment located on the second and third floors of this convenient block, in the heart of East Finchley. The property offers  spacious accommodation, including good size reception room, fitted kitchen, three bedrooms, bathroom and wc...",[],[],Apartment,1,3,,Leasehold,"['Three Bedrooms', 'Long Lease', 'Duplex', 'Chain Free', 'Close to Amenities', 'Garage', 'Own Parking Space', 'Double Glazed Windows']","[['East Finchley ', '0.2 miles'], ['Highgate ', '1.1 miles'], ['Finchley Central ', '1.5 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
43,129500177,"£385,000",Reduced on 29/11/2022,"Norfolk Close, East Finchley, N2","We offer this spacious three double bedroom flat situated in this cul-de-sac location just off Park Road, N2, minutes from East Finchley High Road, underground station, Holy Trinity and Martins Primary schools and the Archer Academy. The property offers ample living space, plenty of storage both ...","['29/11/2022', '26/11/2022']","['Price changed from £400,000 to £385,000', 'Initial entry found: £400,000']",Apartment,1,3,,Leasehold,"['Large Reception Dining Room', 'Kitchen Breakfast Room', 'Three Double Bedrooms', 'Bathroom & WC', 'Balcony', 'External Storage Room', 'Off Street Parking', 'Chain Free']","[['East Finchley ', '0.4 miles'], ['Finchley Central ', '1.2 miles'], ['Highgate ', '1.4 miles']]",Ask agent,Ask agent,88 years left,Ask agent
44,135984602,"£382,500",Reduced on 22/01/2023,"Fortis Green, London, N2",Spacious 1 bedroom centrally located within close proximity to both Muswell Hill Broadway and East Finchley Station.,['12/06/2023'],"['Initial entry found: £382,500']",Apartment,1,1,,Leasehold,['*Off street parking *Storage *Terrace *One Bedroom *Small development *Long lease'],"[['East Finchley ', '0.4 miles'], ['Highgate ', '1.0 miles'], ['Alexandra Palace ', '1.7 miles']]",£0 per year,£0,134 years left,Band: C
45,138469241,"£380,000",Added on 09/08/2023,"Fortis Green, London, N2",Rarely available on the open market is this one bedroom apartment located in this sought after location on Fortis Green. Situated within equal walking distance to East Finchley tube and Muswell Hill Broadway.,['09/08/2023'],"['Initial entry found: £380,000']",Apartment,1,1,,Leasehold,"['Purpose built flat', 'Intercom entry', 'Second floor', 'Leasehold', 'Chain Free', 'Residents parking', '1 Bedroom', 'Fitted bathroom', '0.4m to East Finchley tube']","[['East Finchley ', '0.4 miles'], ['Highgate ', '1.0 miles'], ['Finchley Central ', '1.7 miles']]",£0 per year,£0,Ask agent,Band: TBC
46,133272854,"£380,000",Added on 09/03/2023,"Risborough Close, Muswell Hill, London, N10",Set on the third floor (with lift service) of this 1930’s purpose built block and boasting possibly some of the most breathtaking views across the City of London is a two double bedroom flat which could benefit from some updating. The property is situated within minutes’ walk of Muswe...,['05/04/2023'],"['Initial entry found: £380,000']",Apartment,1,2,,Leasehold,"['RECEPTION ROOM', 'KITCHEN', '2 DOUBLE BEDROOMS', 'BATHROOM/WC', 'GAS CH', 'DOUBLE GLAZED THROUGHOUT', 'LIFT SERVICE', 'LEASEHOLD', 'SOLE SELLING AGENT', 'CHAIN FREE']","[['Highgate ', '0.9 miles'], ['Alexandra Palace ', '1.1 miles'], ['East Finchley ', '1.1 miles']]",£0 per year,£0,Ask agent,Band: TBC
47,138391784,"£365,000",Added on 08/08/2023,"Chessing Court, Fortis Green, London, N2",This one bedroom penthouse apartment benefits from a South facing balcony with the most incredible panoramic views which seriously needs to be viewed to be fully appreciated!,['08/08/2023'],"['Initial entry found: £365,000']",Apartment,1,1,,Leasehold,"['One Bedroom', 'Top Floor', 'Balcony', 'East Finchley Tube Station 0.3 Miles Away', 'Open plan kitchen/lounge', 'Panoramic Views', 'Leasehold with 117 years remaining', 'Lift']","[['East Finchley ', '0.3 miles'], ['Highgate ', '1.0 miles'], ['Finchley Central ', '1.6 miles']]",£0 per year,£1440,116 years left,Band: C
48,128563007,"£360,000",Reduced on 01/06/2023,"Chessing Court, Fortis Green, London, N2",Bright and spacious one bedroom flat situated on the second floor in this modern purpose built block ideally located to shopping and transport facilities. The property is being offered for sale chain free.,"['01/06/2023', '31/10/2022']","['Price changed from £375,000 to £360,000', 'Initial entry found: £375,000']",Apartment,1,1,,Leasehold,"['Reception Room', 'Kitchen/Diner', 'Double Bedroom', 'Family Bathroom', 'Lift', 'Garage', 'Chain Free']","[['East Finchley ', '0.3 miles'], ['Highgate ', '1.0 miles'], ['Finchley Central ', '1.6 miles']]",£0 per year,£1440,156 years left,Band: C
49,131613989,"£350,000",Added on 11/02/2023,"Muswell Hill Broadway, Muswell Hill","A well proportioned mansion flat located the first floor of this period building. The bright accommodation comprises of high ceilings, one double bedroom, reception room & separate kitchen.",['11/02/2023'],"['Initial entry found: £350,000']",Flat,1,1,,Leasehold,"['Mansion flat', 'First floor', 'One bedroom ', 'Reception room', 'Seperate kitchen', 'Small balcony', 'Long lease ', 'EPC- D']","[['Highgate ', '0.9 miles'], ['East Finchley ', '1.0 miles'], ['Alexandra Palace ', '1.1 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
50,133631147,"£350,000",Added on 14/04/2023,"Fortis Green Road, London","Never marketed before, is a rare opportunity to acquire a one bedroom, freehold cottage with separate kitchen and lounge area, the cottage is fully double glazed, requiring some modernisation with excellent potential for rental investment, first time purchase or downsizing.",['14/04/2023'],"['Initial entry found: £350,000']",Bungalow,1,1,,Freehold,"['One Bedroom', 'Freehold', 'Never Sold Before', 'Double Glazed Throughout', 'Cul-De-Sac Location', 'Chain Free']","[['East Finchley ', '0.7 miles'], ['Highgate ', '0.9 miles'], ['Alexandra Palace ', '1.4 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
