,id,price,added_reduced,address,description,price_change_date,price_change_value,type_house,bathrooms,bedrooms,size,tenure,key_features,close_stations,tenure_ground_rent,tenure_annual_service_charge,tenure_lease_length,council_tax_band
10,130251602,"£550,000",Added on 08/06/2023,"Primrose Hill Road, Primrose Hill",A 1 bed flat located on the 5th floor of a recently refurbished block. The balcony boasts stunning views over London and Primrose Hill. Comes with secure allocated parking. ,[],[],Flat,1,1,,Share of Freehold,"['ONE BEDROOM', 'PRIVATE BALCONY', 'DUAL LIFTS', 'SHARE OF FREEHOLD', 'CONCIERGE', 'SECURED PARKING SPACE', 'GR: £0 PA / SC £:3830', 'EPC RATING C']","[['Chalk Farm ', '0.4 miles'], ['Belsize Park ', '0.4 miles'], ['Swiss Cottage ', '0.5 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
11,123657206,"£550,000",Reduced on 02/02/2023,"North Villas, Camden, London, NW1","Set in a fantastic period conversion, this 2 bedroom flat boasts an elegant living space with bright interiors. It features a charming reception, a lovely mezzanine level, and a communal garden with seating space.",[],[],Flat,1,2,594 sq. ft.(55 sq. m.),Leasehold,"['Stunning ground and 1st floor flat within a lovely period conversion', 'Bright and welcoming reception with built-in storage', 'Quaint kitchen with integrated appliances', 'Main double bedroom with built-in wardrobes and retained period arched windows', '2nd Double bedroom with built-in closet space and a mezzanine area', 'Well-presented bathroom with a glossy tile finish', 'Delightful communal garden with seating space', 'Prime position amid bustling amenities, schools, and transport links']","[['Camden Road ', '0.5 miles'], ['Kentish Town ', '0.5 miles'], ['Caledonian Road ', '0.5 miles']]",Ask agent,£800,103 years left,Ask agent
12,131472551,"£550,000",Added on 07/02/2023,"Avondale Court, Hilldrop Crescent, N7","A chain free two bedroom garden flat, with a private entrance in a period building. The flat has direct access to a private side patio garden and use of a large communal rear garden.",[],[],Apartment,1,2,,Share of Freehold,[],"[['Kentish Town ', '0.5 miles'], ['Caledonian Road ', '0.5 miles'], ['Tufnell Park ', '0.6 miles']]",£0 per year,£0,Ask agent,Band: TBC
13,86305695,"£550,000",Added on 10/08/2023,"Royal College Street, Camden, London","This is the perfect opportunity to become a part of Camden Town- found in a wonderful Victorian terrace this is a stunning two bedroom ground floor apartment benefiting from a plethora of natural light, original sash windows and high ceilings throughout the property. The property further benefits...",[],[],Apartment,1,2,,Leasehold,"['Ground Floor', 'Communal Garden', 'Two bedrooms', 'Separate kitchen', 'Secondary glazing', 'Great transport links', 'Service Charge: £650 p/a', 'Lease Length: 103 years']","[['Camden Road ', '0.3 miles'], ['Camden Town ', '0.3 miles'], ['Mornington Crescent ', '0.3 miles']]",£10 per year,£690,103 years left,Band: TBC
14,134337602,"£550,000",Reduced on 06/07/2023,"Gloucester Avenue, Primrose Hill, London, NW1","A super one bedroom flat on the raised ground floor of an elegant Victorian terrace on Gloucester Avenue in Primrose Hill, a short walk to Camden, Regents Park and Primrose itself. The property has a very nice open plan reception room with kitchen and dining area, double bedroom, good sized bathr...",[],[],Flat,1,1,,Share of Freehold,[],"[['Camden Town ', '0.3 miles'], ['Mornington Crescent ', '0.5 miles'], ['Camden Road ', '0.5 miles']]",£0 per year,£1956,172 years left,Band: TBC
15,86528252,"£550,000",Reduced on 02/10/2021,"Carlow House, Euston Reach, Camden, NW1","Spacious, first floor, one bedroom apartment with additional study room, in Carlow House, Euston Reach NW1. Comprising a bright living area with full height windows and a separate kitchen suite with integrated appliances. A large double bedroom with fitted wardrobe space, a study or single bedroo...",[],[],Apartment,1,1,,Leasehold,"['ONE BEDROOM PLUS STUDY', 'FIRST FLOOR ', 'CONCIERGE SERVICE ', 'LOFT STYLE LIVING ', 'WAREHOUSE CONVERSION', 'SECURE CYCLE STORAGE ', '4 STOREY ATRIUM GARDEN', 'LIFT', 'GOOD LOCAL AMENITIES', 'CLOSE TRANSPORT LINKS']","[['Mornington Crescent ', '0.1 miles'], ['Camden Town ', '0.3 miles'], ['Camden Road ', '0.4 miles']]",Ask agent,Ask agent,Ask agent,Band: D
16,137525033,"£550,000",Added on 18/07/2023,"Primrose Gardens, Belsize Park, London",An exceptional one bedroom apartment (521 sq ft) situated on the third floor of a Victorian terraced house overlooking a delightful garden square. This superb property benefits 2.20m high ceilings and features a bright and spacious semi-open plan kitchen/reception/dining room with a fitted kitche...,[],[],Apartment,1,1,,Leasehold,[],"[['Belsize Park ', '0.2 miles'], ['Chalk Farm ', '0.4 miles'], ['Swiss Cottage ', '0.6 miles']]",Ask agent,Ask agent,250 years left,Ask agent
17,132251912,"£550,000",Added on 05/03/2023,"Mortimer Terrace, London, NW5",A very spacious second and third floor maisonette conveniently located moments from Hampstead Heath. ,[],[],Maisonette,1,2,826 sq. ft.(77 sq. m.),Leasehold,"['Two Double Bedrooms', 'Reception Room', 'Kitchen', 'Bathroom', 'Requires Moderisation', 'Moments from Hampstead Heath', 'Close to Shops & Transport Connections', ""Residents' Permit Parking Zone""]","[['Gospel Oak ', '0.2 miles'], ['Tufnell Park ', '0.4 miles'], ['Kentish Town ', '0.4 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
18,137090039,"£550,000",Added on 30/03/2023,"Sandall Road, Kentish Town, London, NW5",A fantastic one-bedroom period garden flat located within close proximity of Kentish Town High Street and adjacent to Camden School for Girls. The property features a spacious double-through reception with kitchen/diner including stripped wooden flooring and large sash windows. At the rear you ha...,[],[],Flat,1,1,,Leasehold,"['Period Property', 'Private Garden', 'Extension Possible (STP)', 'Camden School For Girls', 'One Double Bedroom', 'Brilliant Local Amenities']","[['Camden Road ', '0.4 miles'], ['Kentish Town ', '0.4 miles'], ['Kentish Town West ', '0.5 miles']]",£10 per year,£393,96 years left,Band: D
19,138180983,"£550,000",Added on 02/08/2023,"St. Georges Avenue, Tufnell Park",A superbly presented two bedroom split-level flat on the ground and lower ground floors of a Victorian conversion. The property has an open plan kitchen/diner with period features and direct access to a secluded garden.,[],[],Flat,1,2,,Leasehold,"['Two Bedrooms', 'Leasehold', 'Private Garden', 'Premium Road', 'Great Transport Links', 'Victorian Features']","[['Tufnell Park ', '0.2 miles'], ['Upper Holloway ', '0.5 miles'], ['Kentish Town ', '0.5 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
20,136187942,"£550,000",Added on 16/06/2023,"ETON HALL, NW3","A Bright and modern, one bedroom apartment set on the second floor of a well-maintained purpose-built portered block (0.1miles) from Chalk Farm underground station. Eton Hall all is well located for the Northern line services of Chalk Farm and the pubs, shops and restaurants of Primrose Hill.",[],[],Flat,1,1,,Leasehold,"['One Bedroom', 'One Bathroom', 'Communal Gardens', 'Porter', 'Heating and hot water included in Service charge', 'Separate Kitchen', 'Lift Access']","[['Chalk Farm ', '0.1 miles'], ['Kentish Town West ', '0.4 miles'], ['Belsize Park ', '0.5 miles']]",£26 per year (Ask agent about the review period)When and how often your ground rent will be reviewed.Read more about ground rent review period in our glossary page.,£4100,84 years left,Band: C
21,138451334,"£550,000",Added on 09/08/2023,"Tasker Road, Bellsize Park NW3",One bed top floor duplex loft style apartment in Bellsize Park.,[],[],Apartment,1,1,677 sq. ft.(63 sq. m.),Leasehold,"['677 sq ft Loft Style Apartment', 'Duplex', 'Exposed brick work', 'Wooden Beams', 'Modern fitted kitchen', 'Modern floor to ceiling tiled bathroom', 'Hampstead Heath', 'Primrose Hill / Regents Park', 'Excellent transport links', 'Close to Haverstock Hill & England’s Lane']","[['Belsize Park ', '0.3 miles'], ['Gospel Oak ', '0.4 miles'], ['Hampstead Heath ', '0.4 miles']]",Ask agent,Ask agent,Ask agent,Band: D
22,125001404,"£550,000",Reduced on 16/06/2023,"York Way, King's Cross, London, N7",A beautiful one bedroom apartment with private balcony.,[],[],Apartment,1,1,,Leasehold,"['Wooden flooring', 'Underfloor heating throughout', 'Balcony', 'Concierge', 'Secure bike storage', 'Leasehold', 'EPC Rating = B']","[['Caledonian Road & Barnsbury ', '0.6 miles'], ['Caledonian Road ', '0.7 miles'], ['Camden Road ', '0.4 miles']]",£400 per year,£3700,111 years left,Band: E
23,128162219,"£550,000",Reduced on 16/06/2023,"York Way, London, N7","We are delighted to offer this immaculately presented one bedroom apartment with balcony located within the popular XY Development. Flooded with natural light and boasting views overlooking the iconic London skyline, XY is walking distance to Coal Drops Yard and King's Cross St. Pancr...",[],[],Apartment,1,1,,Leasehold,"['High Specification One Bedroom', 'Flooded With Light', 'Balcony', 'High Floor with Views', '24-Hour Concierge', '545 Sq Ft Approximately', ""Prime King's Cross"", 'EPC Rating: B']","[['Caledonian Road & Barnsbury ', '0.5 miles'], ['Caledonian Road ', '0.5 miles'], ['Camden Road ', '0.6 miles']]",£400 per year,£4000,124 years left,Band: E
24,135927671,"£550,000",Added on 09/06/2023,"Eton College Road, Belsize Park NW3","A spacious and bright one bedroom apartment - Fantastic roof top views across London - Top floor, 571 sq ft approx - Porterage, lift and communal gardens - Good decorative order - Popular 1930`s purpose built block - 18ft reception - 15ft bedroom with built in wardrobes - Separat...",[],[],Apartment,1,1,571 sq. ft.(53 sq. m.),Leasehold,"['A spacious and bright one bedroom apartment', 'Fantastic roof top views across London', 'Top floor- 571 sq ft approx', 'Porterage, lift and communal gardens', 'Good decorative order', 'Popular 1930`s purpose built block', '18ft reception', '15ft bedroom with built in wardrobes', 'First come first served parking', 'Ideal for Chalk Farm station,Primrose Hill and Belsize Park']","[['Chalk Farm ', '0.1 miles'], ['Kentish Town West ', '0.4 miles'], ['Belsize Park ', '0.5 miles']]",Ask agent,£4000,958 years left,Band: C
25,136873244,"£450,000",Added on 03/07/2023,"Highgate Road, London NW5","Subject to a sympathetic renovation in recent years, this one-bedroom apartment in Highgate is positioned on the second floor of a well-conceived 1970s modernist block. Designed by Yorke, Rosenberg & Mardall, this apartment combines original features such as timber-framed windows and herringbone ...",[],[],Flat,1,1,488 sq. ft.(45 sq. m.),Leasehold,[],"[['Gospel Oak ', '0.2 miles'], ['Tufnell Park ', '0.3 miles'], ['Kentish Town ', '0.4 miles']]",Ask agent,Ask agent,Ask agent,Band: B
26,135622613,"£550,000",Added on 02/06/2023,"Marquis  Road, Camden  NW1","A spacious garden apartment affording 590 Sq. Ft, 55 Sqm of internal accommodation, occupying the ground floor of this handsome Victorian terraced house, located within the Camden Sq. Conservation Area. EPC: Band C, Council Tax: C",[],[],Flat,1,1,590 sq. ft.(55 sq. m.),Leasehold,"['**Chain Free**\n', 'Garden Flat\n', 'Period Conversion\n', 'Private Entrance', 'Private Rear Garden\n', '591 sq. Ft. - 55 SQM\n\n', 'Camden Sq. Conservation Area Location\n', 'Quiet Residential Location \n', ""Moment to Central Camden & King's Cross\n"", 'Excellent Transport Links to Surround the Property']","[['Caledonian Road ', '0.4 miles'], ['Caledonian Road & Barnsbury ', '0.6 miles'], ['Camden Road ', '0.6 miles']]",Ask agent,Ask agent,Ask agent,Band: C
27,137661284,"£550,000",Reduced on 11/08/2023,"Camden Road, Kentish Town",This two double bedroom apartment has a modern open plan kitchen / living room with floor to ceiling windows that allow in a lot of natural light.,[],[],Flat,1,2,,Ask agent,"['Two Double Bedrooms', 'Open Plan Kitchen / Living', 'Chain Free', 'Modern Apartment', 'Floor to Ceiling Windows', 'Long Lease']","[['Caledonian Road ', '0.5 miles'], ['Kentish Town ', '0.5 miles'], ['Tufnell Park ', '0.6 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
28,134756045,"£550,000",Added on 12/05/2023,"Tufnell Mansions, Anson Road, London, N7","A well-presented two bedroom first floor flat, set within an attractive period mansion block, in popular Anson Road, with use of a communal rear garden.",[],[],Apartment,1,2,,Share of Freehold,[],"[['Tufnell Park ', '0.4 miles'], ['Upper Holloway ', '0.5 miles'], ['Kentish Town ', '0.6 miles']]",£0 per year,£0,Ask agent,Band: TBC
29,137246036,"£550,000",Added on 12/07/2023,"York Way, LONDON","A great opportunity to acquire this bright and spacious one double bedroom flat located on the first floor of this modern block with lift close to King Cross. The property comprises of an open plan living room and kitchen with direct access onto a terrace, one double bedroom and modern bathroom.",[],[],Flat,1,1,,Leasehold,"['Situated in a prime location', 'Modern development', 'One bedroom', 'Open plan living room and kitchen', 'Private balcony', ""Situated within walking distance to King's Cross & Camden"", 'Lift', 'Communal courtyard ']","[['Caledonian Road ', '0.4 miles'], ['Caledonian Road & Barnsbury ', '0.6 miles'], ['Camden Road ', '0.6 miles']]",£0 per year,Ask agent,108 years left,Band: C
30,86109375,"£550,000",Reduced on 11/04/2023,"Plender Street, Camden, London, NW1",This beautiful 2 bedroom flat is situated within reach of Camden High Street and Regent's Park for ultimate convenience. It showcases chic and well-proportioned interiors as well as a private balcony and patio.,[],[],Flat,1,2,671 sq. ft.(62 sq. m.),Leasehold,"['Contemporary 2 storey flat', 'Light and airy reception with space to dine', 'Modern open-plan kitchen with integrated appliances', 'Quaint balcony and patio with room for seating', '2 Attractive double bedrooms', 'Well-presented bathroom', ""Set near esteemed Regent's Park and high street amenities"", ""Moments from Mornington Crescent, St Pancras and King's Cross stations""]","[['Mornington Crescent ', '0.1 miles'], ['Camden Town ', '0.3 miles'], ['Camden Road ', '0.4 miles']]",Ask agent,£1350,Ask agent,Ask agent
31,138369707,"£550,000",Added on 12/06/2023,"Cliff Villas, London, NW1","Boasting high ceilings and large, sash windows, this large one-bedroom apartment is situated on the raised ground floor of a beautiful Victorian conversion in the Camden Square Conservation Area. ",[],[],Apartment,1,1,,Share of Freehold,"['Charming, one-bedroom apartment', 'High ceilings', 'Flooded with natural light', 'Share of Freehold']","[['Caledonian Road ', '0.4 miles'], ['Caledonian Road & Barnsbury ', '0.6 miles'], ['Camden Road ', '0.6 miles']]",£0 per year,£1440,Ask agent,Band: D
32,134710331,"£550,000",Reduced on 06/07/2023,"Arlington Road, Camden, London, NW1","Set on the ground floor of a gorgeous mid-terrace building, this wonderful 1 bedroom flat boasts a stunning high-specification finish, open-plan kitchen/living space, en suite bathroom and a fantastic location.",[],[],Flat,1,1,561 sq. ft.(52 sq. m.),Leasehold,"['Fabulous 1 bedroom flat', 'Set on the ground floor of a gorgeous property', 'Beautiful open-plan kitchen/living space', 'Great bedroom with fitted wardrobes', 'En-suite bathroom with seperate bath and shower', 'Amazing location in the heart of Camden', 'Transport and local amenities close by', 'Great space throughout the property']","[['Camden Town ', '0.1 miles'], ['Mornington Crescent ', '0.3 miles'], ['Camden Road ', '0.3 miles']]",£230 per year (Ask agent about the review period)When and how often your ground rent will be reviewed.Read more about ground rent review period in our glossary page.,£2366.24,980 years left,Ask agent
33,135089531,"£550,000",Added on 22/05/2023,"Ferdinand Street, London, NW1","A three bedroom purpose built sixth floor apartment, with a balcony and lift, located close to Camden Town and Chalk Farm.",[],[],Apartment,1,3,,Leasehold,"['3 Bedrooms', '1 Reception', 'Bathroom & seperate WC', 'Balcony with West facing views', 'Arranged over 793 SQFT', 'Lift', 'Double glazing', 'Wooden floors', 'Period features', 'Lease 101 years remaining']","[['Kentish Town West ', '0.2 miles'], ['Chalk Farm ', '0.2 miles'], ['Camden Town ', '0.4 miles']]",£10 per year,£1520,100 years left,Band: C
34,136023623,"£550,000",Added on 12/06/2023,"Camden Square, London, NW1","A spacious one bedroom flat, set on the first floor of a substantial period semi-detached building, located on Camden Square.",[],[],Apartment,1,1,,Leasehold,[],"[['Camden Road ', '0.4 miles'], ['Kentish Town ', '0.6 miles'], ['Camden Town ', '0.6 miles']]",£0 per year,£0,Ask agent,Band: TBC
35,138448433,"£549,950",Reduced on 09/05/2023,"Eton Place Eton College Road, Belsize Park NW3",A well modernised and beautifully presented flat on the fourth floor of this attractive mansion block in Belsize Park,[],[],Flat,1,1,516 sq. ft.(48 sq. m.),Ask agent,"['1 Double Bedroom', 'Communal Gardens', 'Contemporary Open Plan Kitchen', 'Double Reception Room', 'Entryphone', 'Lift', 'LIMITED PARKING', 'Luxury shower room', 'Mansion Block', 'MOMENTS FROM CHALK FARM TUBE']","[['Chalk Farm ', '0.2 miles'], ['Kentish Town West ', '0.4 miles'], ['Belsize Park ', '0.5 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
36,134643245,"£545,000",Added on 10/05/2023,"Downside Crescent, Belsize Park, NW3",Trendy one bedroom first floor apartment situated within a handsome Victorian house in the heart of Belsize Park and only a few minutes walk to Belsize Park tube station (Northern Line).,[],[],Flat,1,1,,Share of Freehold,"['First Floor Converted Apartment', 'One Double Bedroom', 'Open Plan Reception - Kitchen', 'Large Bath/Shower Room En-Suite', 'High Ceilings * Large Windows', 'Part Wood Flooring', 'Small Communal Garden', 'Walking Distance To Several Local Shopping Hubs', 'Moments From Belsize Park Tube Station (Northern Line)', '502 Sq Ft : 46.63 Sq M : EPC: C']","[['Belsize Park ', '0.1 miles'], ['Hampstead Heath ', '0.3 miles'], ['Chalk Farm ', '0.6 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
37,137928029,"£540,000",Added on 27/07/2023,"Herbert Street, Kentish Town, NW5","Stunning one double bedroom ground floor period conversion with patio area and own private entrance, ideally situated in an attractive period property close to transport links and fashionable amenities in the heart of Chalk Farm. The property has been beautifully maintained and appointed by the ...",[],[],Ground Flat,1,1,,Leasehold,"['One Bedroom Ground Floor Period Conversion', 'Popular Kentish Town Location', 'Character Appeal And Stylish Interiors', 'Bright And Spacious Reception Room', 'Separate Well Equipped Kitchen', 'Modern Shower Room', 'Private Courtyard/Patio Area', 'Own Entrance', 'Close To Transport Links And Fashionable Amenities', '* BOOK YOUR VIEWING ONLINE! *']","[['Chalk Farm ', '0.4 miles'], ['Kentish Town West ', '0.4 miles'], ['Gospel Oak ', '0.4 miles']]",£1200 per year (Ask agent about the review period)When and how often your ground rent will be reviewed.Read more about ground rent review period in our glossary page.,£530,101 years left,Band: C
38,135004241,"£535,000",Added on 19/05/2023,"Leighton Road, London, NW5","A spacious three-bedroom flat occupying the ground floor of a low rise ex-local authority building.
Offering approximately 751 square feet of accommodation the property comprises: three good size bedrooms, bright and spacious reception room with access to own balcony, large separate modern kitche...",[],[],Maisonette,1,3,751 sq. ft.(70 sq. m.),Leasehold,"['Three Good Size Bedrooms', 'Bright and Spacious Reception Room', 'Modern Separate Kitchen', 'Own Private Balcony', 'Luxury Bathroom with Separate W/C', 'Ground Floor Maisonnette', 'Laminate Flooring Throughout', 'Double Glazed Windows and Doors', 'Chain Free', 'Close to Tube']","[['Kentish Town ', '0.2 miles'], ['Tufnell Park ', '0.4 miles'], ['Kentish Town West ', '0.5 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
39,133017698,"£535,000",Added on 28/03/2023,"Carleton Road, London, N7","A very spacious and well-appointed two bedroom garden flat, forming part of a smart, low-rise Local Authority development, set within pleasant landscaped gardens and close to outstanding state schools. Occupying the ground floor of a well-maintained purpose-built block, the flat offers approxima...",[],[],Maisonette,1,2,648 sq. ft.(60 sq. m.),Leasehold,"['Spacious Garden Flat', 'Two Good Size Bedrooms', 'Bright and Spacious Reception Room', 'Separate Modern Kitchen', 'Combined Family Bathroom', 'Long Lease 174 Years', 'Front and Rear Gardens', '648 Square Feet', 'Chain Free', 'Residents Parking Permit subject to application']","[['Tufnell Park ', '0.4 miles'], ['Kentish Town ', '0.4 miles'], ['Caledonian Road ', '0.7 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
40,135594041,"£535,000",Added on 01/06/2023,"Harmood Grove, 
Chalk Farm, NW1",A stylish one bedroom ground floor apartment complete with its own private entrance.,[],[],Apartment,1,1,,Leasehold,"['Long lease', 'Secure gated development', 'Moments from Chalk Farm underground station', 'Private entrance', 'Stylish decor thoughout']","[['Kentish Town West ', '0.2 miles'], ['Chalk Farm ', '0.3 miles'], ['Camden Road ', '0.3 miles']]",£300 per year (Ask agent about the review period)When and how often your ground rent will be reviewed.Read more about ground rent review period in our glossary page.,£2100,116 years left,Band: D
41,137656757,"£535,000",Added on 20/07/2023,"Royal College Street, Kentish Town","A two double bedroom apartment with access to a private west facing garden, located moments from the superb amenities and transport links of both camden and kings cross quarter.",[],[],Flat,1,2,,Leasehold,"['Two Double Bedrooms', 'Separate Kitchen', 'Long Lease', 'Private Garden', 'Central Location', 'Chain Free']","[['Mornington Crescent ', '0.3 miles'], ['Camden Town ', '0.4 miles'], ['Camden Road ', '0.4 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
42,129806270,"£535,000",Reduced on 27/05/2023,"Harmood Grove, NW1","An exceptional and extremely well-proportioned one-bedroom contemporary apartment, in a secure gated development. Ideally positioned in a quiet cul-de-sac, offering privacy and seclusion, moments from Primrose Hill.",[],[],Flat,1,1,547 sq. ft.(51 sq. m.),Leasehold,"['Private Entrance', 'Secure Gated Development', 'Floor to ceiling windows', 'Well-equipped modern kitchen', 'Ample Storage', 'Moments from Chalk Farm Underground Station', 'A short walk to Primrose Hill and Regent’s Park', 'Approx. 547 sq ft (50.8 sq ft)']","[['Kentish Town West ', '0.2 miles'], ['Chalk Farm ', '0.3 miles'], ['Camden Road ', '0.3 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
43,138125693,"£535,000",Added on 01/08/2023,"Grafton Road, Kentish Town","Forming part of this Victorian pub conversion is this modern two bedroom, two bathroom apartment situated on the first floor. The apartment has a open plan kitchen/reception room, large south facing windows letting in lots of natural light and high ceilings throughout.",[],[],Flat,2,2,,Leasehold,"['Two Bedrooms', 'Two Bathrooms', 'Approximately 668 sq.ft', 'Open Plan Kitchen/Reception', 'Chain Free', 'Long Lease']","[['Gospel Oak ', '0.2 miles'], ['Kentish Town West ', '0.4 miles'], ['Kentish Town ', '0.5 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
