,id,price,added_reduced,address,description,price_change_date,price_change_value,type_house,bathrooms,bedrooms,size,tenure,key_features,close_stations,tenure_ground_rent,tenure_annual_service_charge,tenure_lease_length,council_tax_band
10,134710331,"£550,000",Reduced on 06/07/2023,"Arlington Road, Camden, London, NW1","Set on the ground floor of a gorgeous mid-terrace building, this wonderful 1 bedroom flat boasts a stunning high-specification finish, open-plan kitchen/living space, en suite bathroom and a fantastic location.",[],[],Flat,1,1,561 sq. ft.(52 sq. m.),Leasehold,"['Fabulous 1 bedroom flat', 'Set on the ground floor of a gorgeous property', 'Beautiful open-plan kitchen/living space', 'Great bedroom with fitted wardrobes', 'En-suite bathroom with seperate bath and shower', 'Amazing location in the heart of Camden', 'Transport and local amenities close by', 'Great space throughout the property']","[['Camden Town ', '0.1 miles'], ['Mornington Crescent ', '0.3 miles'], ['Camden Road ', '0.3 miles']]",£230 per year (Ask agent about the review period)When and how often your ground rent will be reviewed.Read more about ground rent review period in our glossary page.,£2366.24,980 years left,Ask agent
11,86198826,"£550,000",Added on 13/06/2023,"Croftdown Road, Dartmouth Park, London, NW5","Moments from Hampstead Heath in the heart Dartmouth Park is this stunning split level second floor flat enjoying lovely leafy views and offering very spacious, well planned accommodation. ",[],[],Flat,1,1,785 sq. ft.(73 sq. m.),Leasehold,"['Spacious Reception Room', 'Characterful Kitchen/Diner', '17ft Bedroom', 'Bathroom', 'Split Level', 'Lots of Built-in Storage', 'Moments form Hampstead Heath', 'Close to Excellent Amenities']","[['Gospel Oak ', '0.4 miles'], ['Tufnell Park ', '0.5 miles'], ['Archway ', '0.6 miles']]",Ask agent,Ask agent,150 years left,Ask agent
12,135414338,"£550,000",Reduced on 22/06/2023,"Lady Somerset Road, London, NW5","This beautifully presented two-bedroom flat is situated on one of the most desirable roads near Tufnell Park underground station. The apartment has been completely refurbished to a high standard by its current owners, ensuring a modern and stylish living space that is ready to move into chain-fre...",[],[],Flat,1,2,,Share of Freehold,"['2 Bedroom', 'Sought After Location', 'Excellent Transport Links', 'Close To Local Amenities', 'Amazing School Catchment Area', 'Recently Renovated', 'Large Communal Garden']","[['Tufnell Park ', '0.2 miles'], ['Kentish Town ', '0.3 miles'], ['Gospel Oak ', '0.4 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
13,138448433,"£549,950",Reduced on 09/05/2023,"Eton Place Eton College Road, Belsize Park NW3",A well modernised and beautifully presented flat on the fourth floor of this attractive mansion block in Belsize Park,[],[],Flat,1,1,516 sq. ft.(48 sq. m.),Ask agent,"['1 Double Bedroom', 'Communal Gardens', 'Contemporary Open Plan Kitchen', 'Double Reception Room', 'Entryphone', 'Lift', 'LIMITED PARKING', 'Luxury shower room', 'Mansion Block', 'MOMENTS FROM CHALK FARM TUBE']","[['Chalk Farm ', '0.2 miles'], ['Kentish Town West ', '0.4 miles'], ['Belsize Park ', '0.5 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
14,134643245,"£545,000",Added on 10/05/2023,"Downside Crescent, Belsize Park, NW3",Trendy one bedroom first floor apartment situated within a handsome Victorian house in the heart of Belsize Park and only a few minutes walk to Belsize Park tube station (Northern Line).,[],[],Flat,1,1,,Share of Freehold,"['First Floor Converted Apartment', 'One Double Bedroom', 'Open Plan Reception - Kitchen', 'Large Bath/Shower Room En-Suite', 'High Ceilings * Large Windows', 'Part Wood Flooring', 'Small Communal Garden', 'Walking Distance To Several Local Shopping Hubs', 'Moments From Belsize Park Tube Station (Northern Line)', '502 Sq Ft : 46.63 Sq M : EPC: C']","[['Belsize Park ', '0.1 miles'], ['Hampstead Heath ', '0.3 miles'], ['Chalk Farm ', '0.6 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
15,135594041,"£535,000",Added on 01/06/2023,"Harmood Grove, 
Chalk Farm, NW1",A stylish one bedroom ground floor apartment complete with its own private entrance.,[],[],Apartment,1,1,,Leasehold,"['Long lease', 'Secure gated development', 'Moments from Chalk Farm underground station', 'Private entrance', 'Stylish decor thoughout']","[['Kentish Town West ', '0.2 miles'], ['Chalk Farm ', '0.3 miles'], ['Camden Road ', '0.3 miles']]",£300 per year (Ask agent about the review period)When and how often your ground rent will be reviewed.Read more about ground rent review period in our glossary page.,£2100,116 years left,Band: D
16,135004241,"£535,000",Added on 19/05/2023,"Leighton Road, London, NW5","A spacious three-bedroom flat occupying the ground floor of a low rise ex-local authority building.
Offering approximately 751 square feet of accommodation the property comprises: three good size bedrooms, bright and spacious reception room with access to own balcony, large separate modern kitche...",[],[],Maisonette,1,3,751 sq. ft.(70 sq. m.),Leasehold,"['Three Good Size Bedrooms', 'Bright and Spacious Reception Room', 'Modern Separate Kitchen', 'Own Private Balcony', 'Luxury Bathroom with Separate W/C', 'Ground Floor Maisonnette', 'Laminate Flooring Throughout', 'Double Glazed Windows and Doors', 'Chain Free', 'Close to Tube']","[['Kentish Town ', '0.2 miles'], ['Tufnell Park ', '0.4 miles'], ['Kentish Town West ', '0.5 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
17,138125693,"£535,000",Added on 01/08/2023,"Grafton Road, Kentish Town","Forming part of this Victorian pub conversion is this modern two bedroom, two bathroom apartment situated on the first floor. The apartment has a open plan kitchen/reception room, large south facing windows letting in lots of natural light and high ceilings throughout.",[],[],Flat,2,2,,Leasehold,"['Two Bedrooms', 'Two Bathrooms', 'Approximately 668 sq.ft', 'Open Plan Kitchen/Reception', 'Chain Free', 'Long Lease']","[['Gospel Oak ', '0.2 miles'], ['Kentish Town West ', '0.4 miles'], ['Kentish Town ', '0.5 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
18,129806270,"£535,000",Reduced on 27/05/2023,"Harmood Grove, NW1","An exceptional and extremely well-proportioned one-bedroom contemporary apartment, in a secure gated development. Ideally positioned in a quiet cul-de-sac, offering privacy and seclusion, moments from Primrose Hill.",[],[],Flat,1,1,547 sq. ft.(51 sq. m.),Leasehold,"['Private Entrance', 'Secure Gated Development', 'Floor to ceiling windows', 'Well-equipped modern kitchen', 'Ample Storage', 'Moments from Chalk Farm Underground Station', 'A short walk to Primrose Hill and Regent’s Park', 'Approx. 547 sq ft (50.8 sq ft)']","[['Kentish Town West ', '0.2 miles'], ['Chalk Farm ', '0.3 miles'], ['Camden Road ', '0.3 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
19,138753299,"£530,000",Reduced on 17/08/2023,"Long Meadow, Torriano Avenue, London, NW5 2SU","Hunters are delighted to offer For Sale, this 3-bedroom property, offered chain-free, presenting an incredible opportunity for both families and investors. With its prime location and spacious accommodation, this property does require some updating but with its potential, this property is sure to...",[],[],Flat,1,3,787 sq. ft.(73 sq. m.),Leasehold,"['3 Bedroom Property For Sale', 'Ground floor', 'Ideal for Families or Investors', 'Excellent Amenites', 'Offered Chain Free', 'This property produces 4.9 tonnes of CO2']","[['Kentish Town ', '0.4 miles'], ['Caledonian Road ', '0.6 miles'], ['Camden Road ', '0.6 miles']]",£10 per year (Ask agent about the review period)When and how often your ground rent will be reviewed.Read more about ground rent review period in our glossary page.,Ask agent,92 years left,Band: C
20,138090596,"£525,000",Added on 31/07/2023,"Highgate Road, Kentish Town, London, NW5",A stunning 2 bedroom flat situated on the first floor boasting bright and modern accommodation throughout and a private terrace to the rear.,[],[],Flat,1,2,466 sq. ft.(43 sq. m.),Leasehold,"['Spacious reception room', 'Modern open-plan kitchen', '2 generous bedrooms', 'Stylish bathroom', 'Private terrace', 'Bright and modern interiors', 'Moments from amenities']","[['Kentish Town ', '0.1 miles'], ['Tufnell Park ', '0.4 miles'], ['Kentish Town West ', '0.4 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
21,134939309,"£525,000",Reduced on 18/05/2023,"The Lock House, Oval Road, NW1","A spacious, one bedroom apartment with private balcony, located on the 5th floor of this fantastic 24 hour portered building available to purchase with no onward chain. Situated on a quiet road next to Regent's Canal and a short walk from the green open spaces of Regents Park and Primrose Hill, a...",[],[],Flat,1,1,517 sq. ft.(48 sq. m.),Leasehold,"['One Bedroom Apartment', 'Open-Plan Kitchen and Living Room', 'Built-In Appliances', 'Private Balcony', 'High Energy Efficiency Rating', 'Secure Entry System', '24 Hrs Porter', 'Residents Gym', 'No Onwards Chain', 'Long Lease']","[['Camden Town ', '0.3 miles'], ['Chalk Farm ', '0.4 miles'], ['Camden Road ', '0.4 miles']]",£350 per year (Ask agent about the review period)When and how often your ground rent will be reviewed.Read more about ground rent review period in our glossary page.,£3000,986 years left,Band: F
22,137053820,"£525,000",Reduced on 07/08/2023,"Hawley Road, Chalk Farm, London, NW1","A superb 1 bedroom apartment, offering a light-filled living space with a modern kitchen, and further benefits a sizeable double bedroom in a sought-after location.",[],[],Flat,1,1,542 sq. ft.(50 sq. m.),Leasehold,"['1 bedroom apartment', '1st floor', 'Well-proportioned', 'Naturally bright', 'Modern kitchen', 'Study / Storage room', 'Excellent location', 'Near transport links']","[['Kentish Town West ', '0.3 miles'], ['Camden Road ', '0.3 miles'], ['Camden Town ', '0.3 miles']]",£10 per year (Ask agent about the review period)When and how often your ground rent will be reviewed.Read more about ground rent review period in our glossary page.,£1600,101 years left,Ask agent
23,131338718,"£525,000",Added on 02/02/2023,"Harmood, Harmood Street, Chalk Farm, NW1","This super generously sized 2 bedroomed flat must be seen, offering over 740 sq ft of interior space giving the property a great sense of spaciousness in each room. ",[],[],Flat,1,2,,Leasehold,"['Dual Aspect Reception', 'Bright', 'Great Location', 'Well Presented', 'Very Spacious', 'Separate Kitchen', 'Approximately 101 years remaining on lease']","[['Kentish Town West ', '0.2 miles'], ['Chalk Farm ', '0.3 miles'], ['Camden Road ', '0.4 miles']]",Ask agent,Ask agent,101 years left,Ask agent
24,129675866,"£490,000",Reduced on 15/06/2023,"Carlow House, NW1","**PRICED TO SELL** Introducing this stylish one-bedroom, one-bathroom apartment situated in a modern development that underwent redevelopment just 5 years ago. This contemporary residence spans 492 sqft and offers a leasehold of 990 years, providing long-term security and peace of mind. ",[],[],Flat,1,1,,Leasehold,"['One Bedroom Apartment', 'High Ceilings', 'Concierge', 'Modern High End Finish', 'Long Lease']","[['Mornington Crescent ', '0.1 miles'], ['Camden Town ', '0.3 miles'], ['Camden Road ', '0.4 miles']]",£400 per year,£2544.92,990 years left,Band: TBC
25,132022907,"£525,000",Added on 26/02/2023,"Brecknock Road Estate, Brecknock Road, London, N19","A very well presented and spacious third floor apartment with a large balcony forming part of a low rise purpose built block close to Tufnell Park (Northern Line) underground station and the shops, restaurants, cafes and bars on Fortess Road.",[],[],Flat,1,2,750 sq. ft.(70 sq. m.),Leasehold,"['Two Double Bedrooms', 'Open Plan Reception Room', 'Modern Fitted & Equipped Kitchen', 'Dining Area', 'Lots of Built-in Storage', 'Balcony', 'Communal Gardens', 'Moments from Excellent Amenities']","[['Tufnell Park ', '0.3 miles'], ['Kentish Town ', '0.4 miles'], ['Upper Holloway ', '0.7 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
26,135275609,"£525,000",Added on 25/05/2023,"Holmes Road, 
Kentish Town, NW5",A very smart two bedroom apartment with balcony set on the first floor moments of this contemporary small development in the heart of Kentish Town.,[],[],Flat,1,2,,Leasehold,"['Two Bedroom Apartment ', 'Measuring excess of 600sqft.', 'Contemporary Small Development', 'Open plan living room/kitchen ', 'Engineered Wood floor with Underfloor Heating', 'Private Balcony', 'Video Entry Phone.', 'Excellent location']","[['Kentish Town ', '0.2 miles'], ['Kentish Town West ', '0.2 miles'], ['Gospel Oak ', '0.5 miles']]",£300 per year (Ask agent about the review period)When and how often your ground rent will be reviewed.Read more about ground rent review period in our glossary page.,£2557.86,116 years left,Band: D
27,133474916,"£525,000",Added on 11/04/2023,"Harmood Street, London, NW1","A bright and well presented duplex apartment situated on the top floor of a well located ex local authority block conveniently located within a short walk of all amenities of Chalk Farm and Camden Town. The property comprises a good size reception room with wood flooring, separate modern kitchen,...",[],[],Apartment,1,2,,Leasehold,"['Two Bedroom Duplex Apartment', 'Offered in good condition', 'Chain Free', 'Close to Camden Market', 'Service Charge: £1362 p/a', 'Council Tax Band: B']","[['Kentish Town West ', '0.1 miles'], ['Chalk Farm ', '0.3 miles'], ['Camden Road ', '0.4 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
28,131536022,"£525,000",Added on 09/02/2023,"Huddleston Road, Tufnell Park, London, N7",Set on the first floor is this charming Victorian terrace is this bright and airy two-bedroom conversion with a private terrace. The property also includes a large bay-fronted reception room which the kitchen is adjoined too. Huddleston Road is located within 0.3 miles of Tufnell Park Underground...,[],[],Flat,1,2,,Share of Freehold,"['Two Bedrooms', 'Victorian Conversion', 'Roof Terrace', 'First Floor', 'Close to Amenities']","[['Tufnell Park ', '0.2 miles'], ['Upper Holloway ', '0.4 miles'], ['Archway ', '0.5 miles']]",£0 per year,£0,Ask agent,Band: D
29,137454407,"£525,000",Added on 17/07/2023,"Wellesley Road, Kentish Town, NW5","We are delighted to present to market this rarely available top floor, 3/4 bedroom property with far reaching views across the London skyline and situated near Gospel Oak and Chalk Farm. This low-rise, purpose-built block has been designed architecturally to provide a bright and spacious three-do...",[],[],Flat,2,3,,Leasehold,"['Large roof terrace', 'Front Balcony', 'Great location', 'Very close to Hampstead Heath', 'Bright & Spacious', 'Ample Storage', 'Large communal gardens']","[['Gospel Oak ', '0.3 miles'], ['Kentish Town West ', '0.4 miles'], ['Chalk Farm ', '0.5 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
30,138527486,"£525,000",Added on 11/08/2023,"Arlington Road, Camden, London, NW1","Cosy one bedroom apartment only moments from Camden Town. Featuring a good sized open plan reception with modern kitchen, bright double bedroom with abundant built in storage and a well maintained bathroom.",[],[],Flat,1,1,595 sq. ft.(55 sq. m.),Leasehold,"['Stylish one bedroom, ground floor apartment', 'Good size open plan reception', 'Modern kitchen', 'Well maintained bathroom', 'Bright double bedroom with abundant built in wardrobe', 'Housed within a contemporary purpose built development', 'Only a short walk from Camden Town and Mornington Crescent underground stations', ""Moments from beautiful Regent's Park""]","[['Camden Town ', '0.1 miles'], ['Mornington Crescent ', '0.3 miles'], ['Camden Road ', '0.3 miles']]",£240 per year (Ask agent about the review period)When and how often your ground rent will be reviewed.Read more about ground rent review period in our glossary page.,£2196.07,979 years left,Ask agent
31,75564666,"£525,000",Added on 02/10/2018,"Aspern Grove, Belsize Park, NW3 2AF","VERY SPACIOUS ONE BEDROOM APARTMENT superbly located JUST NEXT TO BELSIZE PARK TUBE offering easy access to the City and West End. Belsize Park is host to a number of restaurants, bars and boutique shops and also within a short walk of Hampstead Village. The apartment offers stylish decor and co...",[],[],Flat,1,1,,Leasehold,"['Leasehold- Ap', 'prox. 85 years', 'Service Charge- Approx. £975 per year', 'Located Next To Belsize Park Station', 'Private Balcony', 'Large Kitchen with Breakfast Bar', 'Plenty of Storage Space']","[['Belsize Park ', '0.1 miles'], ['Hampstead Heath ', '0.3 miles'], ['Gospel Oak ', '0.6 miles']]",Ask agent,Ask agent,85 years left,Ask agent
32,118329293,"£525,000",Reduced on 30/05/2023,"Carlow House, Carlow Street, Camden, London, NW1","Guide Price of £525,000 - £550,000 LENDING NOW FULLY PERMITTED IN DEVELOPMENT Superb One Bedroom Apartment | Adjacent to Camden High Street | Luxury finish Throughout | 492 Sq. Ft | Amazing Location | First Floor with Lift Access | 0.1m from Mornington Crescent...",[],[],Apartment,1,1,,Leasehold,"['Guide Price of £525,000 - £550,000', '1 Bedroom', 'Stunning Design', 'Luxury Finish', 'Approx. 500 Sq. Ft', 'Concierge Service', 'Great Investment Opportunity', 'Outstanding Transport Links', '0.1m to Mornington Crescent', 'Service Charge – £2,317 p/a']","[['Mornington Crescent ', '0.1 miles'], ['Camden Town ', '0.3 miles'], ['Camden Road ', '0.5 miles']]",£400 per year,£2613.56,990 years left,Band: D
33,138290018,"£525,000",Added on 04/08/2023,"Maitland Park Villas, London",A beautiful and well-configured three bedroom apartment situated on the second floor of this charming period mansion block. The flat is in excellent condition throughout and benefits from a private balcony. The property is also located around the corner from the beautiful Hampstead Heath.,[],[],Flat,1,3,,Leasehold,"['Three Bedrooms', 'Modern Interior', 'Excellent Location', 'Balcony', 'Off Street Parking', 'Charming Mansion Block']","[['Belsize Park ', '0.3 miles'], ['Chalk Farm ', '0.4 miles'], ['Kentish Town West ', '0.5 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
34,124144268,"£525,000",Added on 08/03/2023,"Carlton Mansions, Anson Road, London, N7","Offering for sale a two bedroom flat set within an attractive period mansion block, in popular tree-lined Anson road, on the corner with Huddleston Road in Tufnell Park. ",[],[],Apartment,1,2,,Leasehold,[],"[['Tufnell Park ', '0.3 miles'], ['Kentish Town ', '0.5 miles'], ['Upper Holloway ', '0.6 miles']]",£0 per year,£0,Ask agent,Band: TBC
35,136326164,"£525,000",Added on 20/06/2023,"Kentish Town Road, Kentish Town, London","A beautifully presented and spacious three double bedroom flat on Kentish Town Road, moments from the tube station. Fully refurbished throughout by the current owners, the property comprises hallway, living/dining room, separate kitchen, bathroom and separate WC and three large bedrooms.",[],[],Flat,1,3,,Leasehold,"['Fully refurbished throughout', 'Three double bedrooms', 'Sold chain free', 'Excellent transport links ', 'Thameslink services to London Blackfriars in 14 minutes', 'First floor apartment', 'Large communal roof terrace', 'Secure entry']","[['Kentish Town ', '0.1 miles'], ['Kentish Town West ', '0.4 miles'], ['Tufnell Park ', '0.5 miles']]",£0 per year,Ask agent,91 years left,Band: D
36,136319477,"£525,000",Added on 20/06/2023,"Chetwynd Heights, Chetwynd Road, London",CHAIN FREE! A well presented and spacious (approximately 669 Sq ft / 62 Sq M) second floor flat forming part of a small low rise purpose built block situated in a sought after location within close proximity to Tufnell Park (Northern Line) underground station as well as the open space of Par (cont.),[],[],Apartment,1,2,,Share of Freehold,"['CHAIN FREE! A well presented and spacious (approximately 669 Sq ft / 62 Sq M) second floor flat forming part of a small low rise purpose built block  situated in a sought after location', 'Within close proximity to Tufnell Park (Northern Line) underground station as well as the open space of Parliament Hill Fields and the fashionable eateries of Swains Lane', 'Two double bedrooms', ""'L' shaped reception"", 'Separate kitchen', 'Bathroom', 'Share of freehold', 'Reception leading to a balcony offering attractive views over part of the London skyline', 'No Onward Chain', 'SOLE AGENT']","[['Tufnell Park ', '0.2 miles'], ['Archway ', '0.5 miles'], ['Gospel Oak ', '0.5 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
37,134039558,"£525,000",Reduced on 05/08/2023,"Lady Margaret Road, Tufnell Park, N19","A spacious and light two bedroom ground floor apartment set within a modern development. Very conveniently located being just moments away from Tufnell Parks shops, cafes, restaurants and transport links, including Tufnell Park Underground Station (Northern Line) and a number of local bus routes....",[],[],Flat,1,2,,Share of Freehold,"['Ground Floor Apartment', 'Two Double Bedrooms', 'Wooden Floors', 'Fitted Kitchen', 'Bathroom/WC', 'Private Balcony', 'Communal Garden Area', 'Convenient Location', 'Share of Freehold']","[['Tufnell Park ', '0.1 miles'], ['Kentish Town ', '0.4 miles'], ['Upper Holloway ', '0.6 miles']]",Ask agent,Ask agent,Ask agent,Band: D
38,86044767,"£525,000",Added on 16/02/2023,"Fellows Road, Belsize Park","One Bedroom Raised Ground Floor in a well present period residence. The property benefits from many period features, high ceilings & is offered in decent decorative order throughout.",[],[],Flat,1,1,,Leasehold,"['ONE BEDROOM ', 'RAISED GROUND FLOOR', 'PERIOD CONVERSION', 'HIGH CEILINGS', '499 SQ.FT', 'LEASE: 88 YRS REMAINING', 'GR: £400 PA  SC: £2000PA', 'EPC RATING D']","[['Belsize Park ', '0.4 miles'], ['Chalk Farm ', '0.4 miles'], ['Swiss Cottage ', '0.5 miles']]",Ask agent,Ask agent,Ask agent,Ask agent
39,135969863,"£525,000",Added on 07/06/2023,"Penshurst, Queens Crescent, Chalk Farm, NW5","A brilliant three bedroom apartment set on the third floor (with lift) of a well maintained purpose built block set only moments from Chalk Farm station. The property comprises of three bedrooms, spacious reception room, good sized eat-in kitchen, family bathroom and excellent storage. The prop...",[],[],Flat,1,3,,Leasehold,"['Brilliant Three Bedroom Apartment', 'Large Reception', 'Separate Eat-in Kitchen', 'Ample Storage', 'Seconds from Chalk Farm Underground Station', 'Ideally placed for the amenities of Chalk Farm, Belsize Park & Kentish Town']","[['Chalk Farm ', '0.2 miles'], ['Kentish Town West ', '0.3 miles'], ['Belsize Park ', '0.5 miles']]",Ask agent,Ask agent,109 years left,Ask agent
