,id,price,price_change_date,price_change_value
0,131835857,"£475,000",[],[]
1,138070337,"£550,000",[],[]
2,138474191,"£550,000",[],[]
3,86149146,"£550,000",[],[]
4,125879006,"£550,000",[],[]
5,137803589,"£550,000",[],[]
6,125663174,"£550,000",[],[]
7,139500140,"£550,000",[],[]
8,127551200,"£550,000",[],[]
9,139264829,"£550,000",[],[]
10,134164544,"£550,000",[],[]
11,134082413,"£550,000",[],[]
12,136436858,"£550,000",[],[]
13,137479358,"£550,000",[],[]
14,137291711,"£550,000",[],[]
15,139228988,"£550,000",[],[]
16,131831255,"£550,000",[],[]
17,128755628,"£550,000",[],[]
18,137110532,"£545,000",[],[]
19,135170315,"£535,000",[],[]
20,140278013,"£530,000",[],[]
21,138607328,"£530,000",[],[]
22,127610654,"£530,000",[],[]
23,131918333,"£525,000",[],[]
24,138569678,"£525,000",[],[]
25,131835857,"£475,000",['20/02/2023'],"['Initial entry found: £475,000']"
26,130062929,"£525,000",['16/12/2022'],"['Initial entry found: £525,000']"
27,132434885,"£525,000","['27/03/2023', '10/03/2023']","['Price changed from £550,000 to £525,000', 'Initial entry found: £550,000']"
28,138542876,"£525,000",['11/08/2023'],"['Initial entry found: £525,000']"
29,139946393,"£500,000",['14/09/2023'],"['Initial entry found: £500,000']"
30,86276481,"£500,000",['11/07/2023'],"['Initial entry found: £500,000']"
31,134404664,"£500,000","['24/08/2023', '03/05/2023']","['Price changed from £550,000 to £500,000', 'Initial entry found: £550,000']"
32,132408395,"£500,000",['12/03/2023'],"['Initial entry found: £500,000']"
33,136790240,"£500,000",['30/06/2023'],"['Initial entry found: £500,000']"
34,133930631,"£500,000","['25/05/2023', '21/04/2023']","['Price changed from £525,000 to £500,000', 'Initial entry found: £525,000']"
35,138603323,"£500,000",['14/08/2023'],"['Initial entry found: £500,000']"
36,85525221,"£500,000","['01/07/2022', '09/06/2022', '09/06/2022']","['Price changed from £530,000 to £500,000', 'Price changed from £550,000 to £530,000', 'Initial entry found: £550,000']"
37,85785396,"£500,000","['29/03/2023', '12/07/2022']","['Price changed from £450,000 to £500,000', 'Initial entry found: £450,000']"
38,139545587,"£500,000","['18/09/2023', '05/09/2023']","['Price changed from £450,000 to £500,000', 'Initial entry found: £450,000']"
39,138296792,"£500,000",['04/08/2023'],"['Initial entry found: £500,000']"
40,135699836,"£500,000","['03/07/2023', '05/06/2023']","['Price changed from £525,000 to £500,000', 'Initial entry found: £525,000']"
41,139487183,"£500,000",['04/09/2023'],"['Initial entry found: £500,000']"
42,127855901,"£500,000","['07/02/2023', '20/01/2023', '07/10/2022']","['Price changed from £525,000 to £500,000', 'Price changed from £535,000 to £525,000', 'Initial entry found: £535,000']"
43,135061694,"£499,950",['20/05/2023'],"['Initial entry found: £499,950']"
44,134422205,"£499,950","['25/08/2023', '04/05/2023', '04/05/2023']","['Price changed from £550,000 to £499,950', 'Price changed from £525,000 to £550,000', 'Initial entry found: £525,000']"
45,138222011,"£499,950",['03/08/2023'],"['Initial entry found: £499,950']"
46,135749798,"£499,950","['10/07/2023', '06/06/2023']","['Price changed from £540,000 to £499,950', 'Initial entry found: £540,000']"
47,138190295,"£499,950",['02/08/2023'],"['Initial entry found: £499,950']"
48,137802932,"£495,000",['24/07/2023'],"['Initial entry found: £495,000']"
49,136593089,"£495,000","['09/09/2023', '26/06/2023']","['Price changed from £525,000 to £495,000', 'Initial entry found: £525,000']"
50,139946393,"£500,000",['14/09/2023'],"['Initial entry found: £500,000']"
51,85784505,"£495,000","['04/04/2023', '12/07/2022']","['Price changed from £425,000 to £495,000', 'Initial entry found: £425,000']"
52,137662721,"£490,000",['20/07/2023'],"['Initial entry found: £490,000']"
53,132332852,"£485,000",['07/03/2023'],"['Initial entry found: £485,000']"
54,140135558,"£485,000",['19/09/2023'],"['Initial entry found: £485,000']"
55,136692854,"£485,000","['18/09/2023', '28/06/2023']","['Price changed from £499,999 to £485,000', 'Initial entry found: £499,999']"
56,135006062,"£475,000","['05/07/2023', '19/05/2023']","['Price changed from £500,000 to £475,000', 'Initial entry found: £500,000']"
57,139688327,"£475,000",['08/09/2023'],"['Initial entry found: £475,000']"
58,138137576,"£475,000","['16/08/2023', '01/08/2023']","['Price changed from £500,000 to £475,000', 'Initial entry found: £500,000']"
59,138997922,"£475,000",['24/08/2023'],"['Initial entry found: £475,000']"
60,137645693,"£475,000",['20/07/2023'],"['Initial entry found: £475,000']"
61,132655172,"£475,000","['23/05/2023', '26/04/2023', '16/03/2023']","['Price changed from £500,000 to £475,000', 'Price changed from £525,000 to £500,000', 'Initial entry found: £525,000']"
62,139776875,"£475,000",['13/09/2023'],"['Initial entry found: £475,000']"
63,138469679,"£475,000",['09/08/2023'],"['Initial entry found: £475,000']"
64,138303785,"£475,000",['04/08/2023'],"['Initial entry found: £475,000']"
65,129991319,"£475,000","['26/01/2023', '14/12/2022']","['Price changed from £499,000 to £475,000', 'Initial entry found: £499,000']"
66,131741078,"£475,000",['16/02/2023'],"['Initial entry found: £475,000']"
67,137339342,"£475,000","['25/08/2023', '14/07/2023']","['Price changed from £495,000 to £475,000', 'Initial entry found: £495,000']"
68,115722530,"£475,000",['02/11/2021'],"['Initial entry found: £475,000']"
69,131835857,"£475,000",['20/02/2023'],"['Initial entry found: £475,000']"
70,136939904,"£475,000",['04/07/2023'],"['Initial entry found: £475,000']"
71,138542366,"£475,000","['19/09/2023', '11/08/2023']","['Price changed from £510,000 to £475,000', 'Initial entry found: £510,000']"
72,125662502,"£475,000","['27/09/2022', '03/08/2022']","['Price changed from £500,000 to £475,000', 'Initial entry found: £500,000']"
73,137514074,"£465,000",['22/07/2023'],"['Initial entry found: £465,000']"
74,137971526,"£459,950","['04/09/2023', '03/08/2023', '27/07/2023']","['Price changed from £500,000 to £459,950', 'Price changed from £550,000 to £500,000', 'Initial entry found: £550,000']"
75,138105521,"£425,000","['18/09/2023', '31/07/2023']","['Price changed from £450,000 to £425,000', 'Initial entry found: £450,000']"
76,131440175,"£450,000",['06/02/2023'],"['Initial entry found: £450,000']"
77,135734588,"£450,000",['06/06/2023'],"['Initial entry found: £450,000']"
78,134168645,"£450,000",['27/04/2023'],"['Initial entry found: £450,000']"
79,136607753,"£450,000",['27/06/2023'],"['Initial entry found: £450,000']"
80,131536832,"£450,000",['09/02/2023'],"['Initial entry found: £450,000']"
81,86056221,"£450,000","['22/05/2023', '20/03/2023', '23/02/2023']","['Price changed from £475,000 to £450,000', 'Price changed from £495,000 to £475,000', 'Initial entry found: £495,000']"
82,82160757,"£450,000",['21/10/2021'],"['Initial entry found: £450,000']"
83,134907950,"£450,000",['17/05/2023'],"['Initial entry found: £450,000']"
84,135734591,"£450,000",['06/06/2023'],"['Initial entry found: £450,000']"
85,138938033,"£450,000","['14/09/2023', '22/08/2023']","['Price changed from £475,000 to £450,000', 'Initial entry found: £475,000']"
86,133590824,"£450,000","['16/05/2023', '13/04/2023']","['Price changed from £475,000 to £450,000', 'Initial entry found: £475,000']"
87,136999919,"£450,000",['04/08/2023'],"['Initial entry found: £450,000']"
88,134220356,"£450,000","['13/09/2023', '28/04/2023']","['Price changed from £550,000 to £450,000', 'Initial entry found: £550,000']"
89,133568120,"£450,000",['13/04/2023'],"['Initial entry found: £450,000']"
90,134960333,"£450,000","['09/06/2023', '18/05/2023']","['Price changed from £500,000 to £450,000', 'Initial entry found: £500,000']"
91,137962844,"£450,000",['27/07/2023'],"['Initial entry found: £450,000']"
92,131258228,"£450,000",['31/01/2023'],"['Initial entry found: £450,000']"
93,139791947,"£449,500",['11/09/2023'],"['Initial entry found: £449,500']"
94,132242660,"£449,000","['17/05/2023', '01/04/2023', '04/03/2023']","['Price changed from £455,000 to £449,000', 'Price changed from £475,000 to £455,000', 'Initial entry found: £475,000']"
95,135626978,"£445,000","['25/07/2023', '02/06/2023']","['Price changed from £475,000 to £445,000', 'Initial entry found: £475,000']"
96,131723963,"£435,000",['15/02/2023'],"['Initial entry found: £435,000']"
97,133493819,"£435,000",['11/04/2023'],"['Initial entry found: £435,000']"
98,139190243,"£430,000",['29/08/2023'],"['Initial entry found: £430,000']"
99,138851588,"£430,000","['04/09/2023', '19/08/2023']","['Price changed from £450,000 to £430,000', 'Initial entry found: £450,000']"
100,140278013,"£530,000",['22/09/2023'],"['Initial entry found: £530,000']"
101,137937830,"£430,000","['04/09/2023', '27/07/2023']","['Price changed from £450,000 to £430,000', 'Initial entry found: £450,000']"
102,138026597,"£425,000",['28/07/2023'],"['Initial entry found: £425,000']"
103,131130560,"£425,000",['27/01/2023'],"['Initial entry found: £425,000']"
104,137173733,"£425,000",['10/07/2023'],"['Initial entry found: £425,000']"
105,140086469,"£425,000",['18/09/2023'],"['Initial entry found: £425,000']"
106,139506452,"£425,000",['05/09/2023'],"['Initial entry found: £425,000']"
107,135803183,"£425,000","['13/06/2023', '07/06/2023']","['Price changed from £435,000 to £425,000', 'Initial entry found: £435,000']"
108,135344270,"£425,000","['21/07/2023', '30/06/2023', '26/05/2023']","['Price changed from £450,000 to £425,000', 'Price changed from £465,000 to £450,000', 'Initial entry found: £465,000']"
109,138105521,"£425,000","['18/09/2023', '31/07/2023']","['Price changed from £450,000 to £425,000', 'Initial entry found: £450,000']"
110,83624142,"£425,000",['29/01/2022'],"['Initial entry found: £425,000']"
111,135177365,"£425,000",['23/05/2023'],"['Initial entry found: £425,000']"
112,131864798,"£425,000","['12/04/2023', '21/02/2023']","['Price changed from £450,000 to £425,000', 'Initial entry found: £450,000']"
113,130021460,"£425,000","['17/08/2023', '15/12/2022']","['Price changed from £450,000 to £425,000', 'Initial entry found: £450,000']"
114,137228114,"£425,000","['01/09/2023', '12/07/2023']","['Price changed from £450,000 to £425,000', 'Initial entry found: £450,000']"
115,131936549,"£425,000",['23/02/2023'],"['Initial entry found: £425,000']"
116,132438293,"£425,000","['25/05/2023', '10/03/2023']","['Price changed from £450,000 to £425,000', 'Initial entry found: £450,000']"
117,136008125,"£425,000",['12/06/2023'],"['Initial entry found: £425,000']"
118,132566921,"£420,000","['15/06/2023', '14/03/2023']","['Price changed from £445,000 to £420,000', 'Initial entry found: £445,000']"
119,139497491,"£420,000",['05/09/2023'],"['Initial entry found: £420,000']"
120,131700677,"£419,950",['15/02/2023'],"['Initial entry found: £419,950']"
121,133510196,"£415,000",['12/04/2023'],"['Initial entry found: £415,000']"
122,135092957,"£415,000","['29/06/2023', '22/05/2023']","['Price changed from £440,000 to £415,000', 'Initial entry found: £440,000']"
123,139508966,"£400,000",['05/09/2023'],"['Initial entry found: £400,000']"
124,129804077,"£400,000",['07/12/2022'],"['Initial entry found: £400,000']"
125,86065638,"£400,000",['28/02/2023'],"['Initial entry found: £400,000']"
126,136140047,"£400,000","['14/08/2023', '15/06/2023']","['Price changed from £450,000 to £400,000', 'Initial entry found: £450,000']"
127,131941817,"£400,000",['25/02/2023'],"['Initial entry found: £400,000']"
128,136112261,"£400,000",['15/06/2023'],"['Initial entry found: £400,000']"
129,129672815,"£400,000","['04/01/2023', '02/12/2022']","['Price changed from £425,000 to £400,000', 'Initial entry found: £425,000']"
130,135465272,"£400,000","['20/07/2023', '30/05/2023']","['Price changed from £425,000 to £400,000', 'Initial entry found: £425,000']"
131,136575914,"£400,000","['20/07/2023', '26/06/2023']","['Price changed from £425,000 to £400,000', 'Initial entry found: £425,000']"
132,136140125,"£400,000","['14/08/2023', '26/06/2023']","['Price changed from £450,000 to £400,000', 'Initial entry found: £450,000']"
133,135099893,"£400,000","['31/07/2023', '19/06/2023', '06/06/2023', '22/05/2023']","['Price changed from £425,000 to £400,000', 'Price changed from £450,000 to £425,000', 'Price changed from £449,950 to £450,000', 'Initial entry found: £449,950']"
134,128169239,"£400,000","['29/11/2022', '18/10/2022']","['Price changed from £425,000 to £400,000', 'Initial entry found: £425,000']"
135,86170101,"£400,000","['04/09/2023', '15/06/2023']","['Price changed from £425,000 to £400,000', 'Initial entry found: £425,000']"
136,140143757,"£400,000",['19/09/2023'],"['Initial entry found: £400,000']"
137,133156799,"£400,000","['22/05/2023', '31/03/2023']","['Price changed from £425,000 to £400,000', 'Initial entry found: £425,000']"
138,130354655,"£400,000","['07/09/2023', '15/05/2023', '03/01/2023']","['Price changed from £465,000 to £400,000', 'Price changed from £475,000 to £465,000', 'Initial entry found: £475,000']"
139,137845691,"£400,000",['25/07/2023'],"['Initial entry found: £400,000']"
140,134955953,"£400,000",['18/05/2023'],"['Initial entry found: £400,000']"
141,134852429,"£400,000","['21/08/2023', '28/07/2023', '16/05/2023']","['Price changed from £425,000 to £400,000', 'Price changed from £450,000 to £425,000', 'Initial entry found: £450,000']"
142,132402236,"£400,000","['22/03/2023', '09/03/2023']","['Price changed from £415,000 to £400,000', 'Initial entry found: £415,000']"
143,86148231,"£400,000",['13/06/2023'],"['Initial entry found: £400,000']"
144,135725459,"£399,950","['02/08/2023', '05/06/2023']","['Price changed from £430,000 to £399,950', 'Initial entry found: £430,000']"
145,132056786,"£399,950","['05/07/2023', '27/02/2023']","['Price changed from £415,000 to £399,950', 'Initial entry found: £415,000']"
146,136628555,"£399,000","['16/09/2023', '27/06/2023']","['Price changed from £400,000 to £399,000', 'Initial entry found: £400,000']"
147,138817502,"£395,000",['18/08/2023'],"['Initial entry found: £395,000']"
148,128723864,"£395,000",['03/11/2022'],"['Initial entry found: £395,000']"
149,136913537,"£395,000",['04/07/2023'],"['Initial entry found: £395,000']"
150,138953369,"£395,000",['28/08/2023'],"['Initial entry found: £395,000']"
151,121388936,"£390,000","['23/03/2023', '22/03/2022']","['Price changed from £450,000 to £390,000', 'Initial entry found: £450,000']"
152,133265822,"£390,000",['04/04/2023'],"['Initial entry found: £390,000']"
153,132828632,"£390,000",['22/03/2023'],"['Initial entry found: £390,000']"
154,136339643,"£389,950","['05/09/2023', '21/06/2023']","['Price changed from £399,000 to £389,950', 'Initial entry found: £399,000']"
155,125703293,"£385,000","['03/04/2023', '24/10/2022', '04/08/2022']","['Price changed from £400,000 to £385,000', 'Price changed from £425,000 to £400,000', 'Initial entry found: £425,000']"
156,137990588,"£385,000","['31/08/2023', '28/07/2023']","['Price changed from £400,000 to £385,000', 'Initial entry found: £400,000']"
157,138447863,"£385,000","['13/09/2023', '09/08/2023']","['Price changed from £400,000 to £385,000', 'Initial entry found: £400,000']"
158,140028755,"£385,000",['15/09/2023'],"['Initial entry found: £385,000']"
159,132079019,"£385,000",['28/02/2023'],"['Initial entry found: £385,000']"
160,135170324,"£380,000","['25/07/2023', '23/05/2023']","['Price changed from £400,000 to £380,000', 'Initial entry found: £400,000']"
161,136632887,"£380,000",['27/06/2023'],"['Initial entry found: £380,000']"
162,132917762,"£379,995",['24/03/2023'],"['Initial entry found: £379,995']"
