,id,price,price_change_date,price_change_value
0,140516765,"£380,000",['27/09/2023'],"['Initial entry found: £380,000']"
1,133278977,"£550,000","['06/07/2023', '04/04/2023']","['Price changed from £575,000 to £550,000', 'Initial entry found: £575,000']"
2,135009719,"£550,000",['19/05/2023'],"['Initial entry found: £550,000']"
3,137985692,"£550,000",['28/07/2023'],"['Initial entry found: £550,000']"
4,139573766,"£550,000",['06/09/2023'],"['Initial entry found: £550,000']"
5,139517642,"£550,000",['05/09/2023'],"['Initial entry found: £550,000']"
6,136984064,"£550,000",['06/07/2023'],"['Initial entry found: £550,000']"
7,134982371,"£550,000","['13/09/2023', '19/05/2023']","['Price changed from £575,000 to £550,000', 'Initial entry found: £575,000']"
8,139124261,"£550,000",['25/08/2023'],"['Initial entry found: £550,000']"
9,139226063,"£550,000",['29/08/2023'],"['Initial entry found: £550,000']"
10,133272386,"£550,000","['01/08/2023', '07/04/2023']","['Price changed from £580,000 to £550,000', 'Initial entry found: £580,000']"
11,129242114,"£550,000","['31/07/2023', '20/03/2023', '04/01/2023', '21/11/2022', '18/11/2022']","['Price changed from £560,000 to £550,000', 'Price changed from £575,000 to £560,000', 'Price changed from £600,000 to £575,000', 'Price changed from £620,000 to £600,000', 'Initial entry found: £620,000']"
12,139524869,"£550,000",['05/09/2023'],"['Initial entry found: £550,000']"
13,138360038,"£550,000",['08/08/2023'],"['Initial entry found: £550,000']"
14,136348346,"£550,000",['21/06/2023'],"['Initial entry found: £550,000']"
15,139585988,"£540,000","['14/09/2023', '06/09/2023']","['Price changed from £570,000 to £540,000', 'Initial entry found: £570,000']"
16,134968082,"£535,000",['18/05/2023'],"['Initial entry found: £535,000']"
17,135361100,"£525,000","['20/09/2023', '28/06/2023', '26/05/2023']","['Price changed from £550,000 to £525,000', 'Price changed from £575,000 to £550,000', 'Initial entry found: £575,000']"
18,123836303,"£525,000","['21/06/2022', '03/06/2022']","['Price changed from £550,000 to £525,000', 'Initial entry found: £550,000']"
19,138255050,"£525,000","['21/08/2023', '03/08/2023']","['Price changed from £575,000 to £525,000', 'Initial entry found: £575,000']"
20,139253972,"£522,500",['01/09/2023'],"['Initial entry found: £522,500']"
21,133626629,"£520,000",['14/04/2023'],"['Initial entry found: £520,000']"
22,131616332,"£515,000",['11/02/2023'],"['Initial entry found: £515,000']"
23,133948721,"£500,000",['21/04/2023'],"['Initial entry found: £500,000']"
24,138784370,"£500,000",['17/08/2023'],"['Initial entry found: £500,000']"
25,130341239,"£500,000","['09/02/2023', '03/01/2023']","['Price changed from £525,000 to £500,000', 'Initial entry found: £525,000']"
26,138954389,"£500,000","['18/09/2023', '22/08/2023']","['Price changed from £525,000 to £500,000', 'Initial entry found: £525,000']"
27,139687415,"£500,000",['08/09/2023'],"['Initial entry found: £500,000']"
28,138046208,"£500,000",['29/07/2023'],"['Initial entry found: £500,000']"
29,137922818,"£500,000","['15/08/2023', '26/07/2023']","['Price changed from £525,000 to £500,000', 'Initial entry found: £525,000']"
30,131557346,"£500,000","['10/04/2023', '09/02/2023']","['Price changed from £479,500 to £500,000', 'Initial entry found: £479,500']"
31,128846540,"£500,000",['07/11/2022'],"['Initial entry found: £500,000']"
32,133693271,"£500,000",['17/04/2023'],"['Initial entry found: £500,000']"
33,133249475,"£500,000",['04/04/2023'],"['Initial entry found: £500,000']"
34,138336368,"£500,000","['05/09/2023', '05/08/2023']","['Price changed from £550,000 to £500,000', 'Initial entry found: £550,000']"
35,134614412,"£500,000",['10/05/2023'],"['Initial entry found: £500,000']"
36,134482088,"£490,000",['05/05/2023'],"['Initial entry found: £490,000']"
37,133098251,"£490,000",['30/03/2023'],"['Initial entry found: £490,000']"
38,77570946,"£490,000","['15/06/2021', '04/03/2021', '03/02/2021']","['Price changed from £500,000 to £490,000', 'Price changed from £530,000 to £500,000', 'Initial entry found: £530,000']"
39,139732469,"£489,995",['09/09/2023'],"['Initial entry found: £489,995']"
40,139059044,"£485,000",['24/08/2023'],"['Initial entry found: £485,000']"
41,124750808,"£480,000","['15/11/2022', '27/07/2022', '07/07/2022']","['Price changed from £490,000 to £480,000', 'Price changed from £500,000 to £490,000', 'Initial entry found: £500,000']"
42,139253852,"£479,900",['04/09/2023'],"['Initial entry found: £479,900']"
43,134159906,"£475,000","['12/06/2023', '27/04/2023']","['Price changed from £495,000 to £475,000', 'Initial entry found: £495,000']"
44,139705367,"£475,000",['08/09/2023'],"['Initial entry found: £475,000']"
45,135294797,"£475,000",['25/05/2023'],"['Initial entry found: £475,000']"
46,138420098,"£475,000",['08/08/2023'],"['Initial entry found: £475,000']"
47,134918882,"£475,000","['04/07/2023', '17/05/2023']","['Price changed from £490,000 to £475,000', 'Initial entry found: £490,000']"
48,135846965,"£475,000",['08/06/2023'],"['Initial entry found: £475,000']"
49,138951476,"£475,000","['18/09/2023', '22/08/2023']","['Price changed from £500,000 to £475,000', 'Initial entry found: £500,000']"
50,134736884,"£460,000","['28/09/2023', '04/07/2023', '12/05/2023']","['Price changed from £485,000 to £460,000', 'Price changed from £525,000 to £485,000', 'Initial entry found: £525,000']"
51,86039892,"£460,000",['16/02/2023'],"['Initial entry found: £460,000']"
52,139095866,"£455,000",['25/08/2023'],"['Initial entry found: £455,000']"
53,138648161,"£450,000",['15/08/2023'],"['Initial entry found: £450,000']"
54,134670113,"£450,000","['31/05/2023', '31/05/2023', '31/05/2023', '23/05/2023', '11/05/2023']","['Price changed from £470,000 to £450,000', 'Price changed from £450,000 to £470,000', 'Price changed from £470,000 to £450,000', 'Price changed from £480,000 to £470,000', 'Initial entry found: £480,000']"
55,127188098,"£450,000","['27/06/2023', '22/03/2023', '16/11/2022', '22/09/2022']","['Price changed from £475,000 to £450,000', 'Price changed from £499,950 to £475,000', 'Price changed from £515,000 to £499,950', 'Initial entry found: £515,000']"
56,139561454,"£450,000",['06/09/2023'],"['Initial entry found: £450,000']"
