,id,price,price_change_date,price_change_value
0,136603232,"£475,000","['26/07/2023', '27/06/2023']","['Price changed from £495,000 to £475,000', 'Initial entry found: £495,000']"
1,128162219,"£550,000","['11/08/2023', '16/06/2023', '03/04/2023', '18/10/2022']","['Price changed from £560,000 to £550,000', 'Price changed from £575,000 to £560,000', 'Price changed from £600,000 to £575,000', 'Initial entry found: £600,000']"
2,125001404,"£550,000","['11/08/2023', '16/06/2023', '04/04/2023', '18/08/2022', '15/07/2022']","['Price changed from £560,000 to £550,000', 'Price changed from £575,000 to £560,000', 'Price changed from £600,000 to £575,000', 'Price changed from £620,000 to £600,000', 'Initial entry found: £620,000']"
3,134690636,"£550,000","['12/06/2023', '11/05/2023']","['Price changed from £570,000 to £550,000', 'Initial entry found: £570,000']"
4,139267430,"£550,000",['30/08/2023'],"['Initial entry found: £550,000']"
5,137090039,"£550,000",['10/07/2023'],"['Initial entry found: £550,000']"
6,86528252,"£550,000","['02/10/2021', '06/08/2020', '12/11/2019']","['Price changed from £595,000 to £550,000', 'Price changed from £625,000 to £595,000', 'Initial entry found: £625,000']"
7,138180983,"£550,000",['02/08/2023'],"['Initial entry found: £550,000']"
8,131472551,"£550,000",['07/02/2023'],"['Initial entry found: £550,000']"
9,139397510,"£550,000",['02/09/2023'],"['Initial entry found: £550,000']"
10,123657206,"£550,000","['02/02/2023', '25/05/2022', '25/05/2022']","['Price changed from £575,000 to £550,000', 'Price changed from £625,000 to £575,000', 'Initial entry found: £625,000']"
11,139443791,"£550,000",['04/09/2023'],"['Initial entry found: £550,000']"
12,135622613,"£550,000",['03/06/2023'],"['Initial entry found: £550,000']"
13,134756045,"£550,000",['12/05/2023'],"['Initial entry found: £550,000']"
14,86109375,"£550,000","['11/04/2023', '29/03/2023']","['Price changed from £595,000 to £550,000', 'Initial entry found: £595,000']"
15,138190505,"£550,000",['02/08/2023'],"['Initial entry found: £550,000']"
16,86305695,"£550,000",['10/08/2023'],"['Initial entry found: £550,000']"
17,138321971,"£550,000",['05/08/2023'],"['Initial entry found: £550,000']"
18,133848821,"£550,000","['17/05/2023', '19/04/2023']","['Price changed from £585,000 to £550,000', 'Initial entry found: £585,000']"
19,137620529,"£550,000",['20/07/2023'],"['Initial entry found: £550,000']"
20,137928029,"£540,000",['27/07/2023'],"['Initial entry found: £540,000']"
21,137656757,"£535,000","['21/07/2023', '20/07/2023']","['Price changed from £530,000 to £535,000', 'Initial entry found: £530,000']"
22,139362416,"£535,000",['06/09/2023'],"['Initial entry found: £535,000']"
23,139041812,"£529,950",['25/08/2023'],"['Initial entry found: £529,950']"
24,133751516,"£525,000",['18/04/2023'],"['Initial entry found: £525,000']"
25,138233645,"£425,000","['19/09/2023', '03/08/2023']","['Price changed from £450,000 to £425,000', 'Initial entry found: £450,000']"
26,138575102,"£525,000",['12/08/2023'],"['Initial entry found: £525,000']"
27,135342491,"£525,000",['26/05/2023'],"['Initial entry found: £525,000']"
28,138369752,"£525,000",['18/08/2023'],"['Initial entry found: £525,000']"
29,131935964,"£525,000",['23/02/2023'],"['Initial entry found: £525,000']"
30,136200896,"£525,000",['16/06/2023'],"['Initial entry found: £525,000']"
31,135318488,"£515,000",['26/05/2023'],"['Initial entry found: £515,000']"
32,137525855,"£500,000","['21/08/2023', '18/07/2023']","['Price changed from £525,000 to £500,000', 'Initial entry found: £525,000']"
33,139660724,"£500,000",['07/09/2023'],"['Initial entry found: £500,000']"
34,135861080,"£500,000","['21/07/2023', '21/06/2023', '08/06/2023']","['Price changed from £525,000 to £500,000', 'Price changed from £550,000 to £525,000', 'Initial entry found: £550,000']"
35,134646038,"£500,000",['10/05/2023'],"['Initial entry found: £500,000']"
36,139118702,"£500,000",['25/08/2023'],"['Initial entry found: £500,000']"
37,136023623,"£500,000","['12/09/2023', '12/06/2023']","['Price changed from £550,000 to £500,000', 'Initial entry found: £550,000']"
38,140329391,"£500,000",['22/09/2023'],"['Initial entry found: £500,000']"
39,135856535,"£500,000",['08/06/2023'],"['Initial entry found: £500,000']"
40,128513489,"£500,000","['10/01/2023', '28/10/2022']","['Price changed from £525,000 to £500,000', 'Initial entry found: £525,000']"
41,138468470,"£500,000","['14/09/2023', '09/08/2023']","['Price changed from £575,000 to £500,000', 'Initial entry found: £575,000']"
42,118668596,"£500,000","['25/09/2022', '13/01/2022']","['Price changed from £535,000 to £500,000', 'Initial entry found: £535,000']"
43,139841882,"£499,000",['12/09/2023'],"['Initial entry found: £499,000']"
44,133892429,"£495,000",['20/04/2023'],"['Initial entry found: £495,000']"
